alias,canonical_label,notes
MARTIN NIEMOELLER,PASTOR MARTIN NIEMOELLER,lexical_context_similarity
US EMBASSY IN COPENHAGEN,AMERICAN EMBASSY,lexical_context_similarity
ABDOL HOSEIN MASUD-ANSARI,MASUD-ANSARI,lexical_context_similarity
FOREIGN MINISTER OKAZAKI,JAPANESE FOREIGN MINISTER,lexical_context_similarity
LIEUTENANT GENERAL GLUBB,GENERAL GLUBB,lexical_context_similarity
US EMBASSY IN VIENNA,AMERICAN EMBASSY IN VIENNA,lexical_context_similarity
GENERAL CHARLES DE GAULLE,DE GAULLE,lexical_context_similarity
GIZENGAS REGIME,GIZENGA REGIME,lexical_context_similarity
AMERICAN AMBASSADOR MOOSE,AMERICAN AMBASSADOR,lexical_context_similarity
YUGOSLAV AMBASSADOR IN MOSCOW,YUGOSLAV AMBASSADOR,lexical_context_similarity
CZECH PARTY,CZECH COMMUNIST PARTY,lexical_context_similarity
ARAB FEDAYEEN,FEDAYEEN,lexical_context_similarity
KASHMIR NATIONAL CONFERENCE,NATIONAL CONFERENCE,lexical_context_similarity
GENERAL SIR BRIAN ROBERTSON,GENERAL ROBERTSON,lexical_context_similarity
NORTH KOREAN V.I.I CORPS,NORTH KOREAN VII CORPS,lexical_context_similarity
AMERICAN CONSUL IN RABAT,AMERICAN CONSUL,lexical_context_similarity
GUATEMALAN LABOR PARTY,GUATEMALAN LABOR (COMMUNIST) PARTY,lexical_context_similarity
VIETNAMESE CONGRESS,VIETNAMESE NATIONAL CONGRESS,lexical_context_similarity
GENEVA CONFERENCE ON INDOCHINA,GENEVA CONFERENCE,lexical_context_similarity
ALES BEBLER,BEBLER,lexical_context_similarity
KENGTUNG STATE,KENGTUNG,lexical_context_similarity
NATIONALIST FORCES,CHINESE NATIONALIST,lexical_context_similarity
GUSTAVE ANGUILÉ,GUSTAVE ANGUILE,lexical_context_similarity
YUGOSLAV MINISTER,YUGOSLAV FOREIGN MINISTER,lexical_context_similarity
SENANAYAKE,DUDLEY SENANAYAKE,lexical_context_similarity
MOROTAI ISLAND,MOROTAI,lexical_context_similarity
SIR OLIVER GOONETILLEKE,GOONETILLEKE,lexical_context_similarity
SOCIALIST,SOCIALIST PARTY,lexical_context_similarity
MATYAS RAKOSI,RAKOSI,lexical_context_similarity
MARSHAL TITO,TITO,lexical_context_similarity
THE WHITE HOUSE,EXECUTIVE OFFICES OF THE WHITE HOUSE,lexical_context_similarity
MUZAKKAR,KAHAR MUZAKKAR,lexical_context_similarity
ANDHRA STATE,ANDHRA,lexical_context_similarity
ANGLO-IRANIAN,ANGLO-IRANIAN OIL COMPANY,lexical_context_similarity
LAS VILLAS,LAS VILLAS PROVINCE,lexical_context_similarity
NASR-DOMINATED REVOLUTIONARY COMMAND COUNCIL,REVOLUTIONARY COMMAND COUNCIL,lexical_context_similarity
NANCHISHAN ISLAND,NANCHISHAN,lexical_context_similarity
SHAH MAHMOUD,SHAH MAHMUD,lexical_context_similarity
MOHAMED MASMOUDI,MASMOUDI,lexical_context_similarity
GHANAIAN PRESIDENT NKRUMAH,PRESIDENT NKRUMAH,lexical_context_similarity
PRIME MINISTER ERLANDER,SWEDISH PRIME MINISTER ERLANDER,lexical_context_similarity
BANDARANAIKES GOVERNMENT,BANDARANAIKE GOVERNMENT,lexical_context_similarity
SOVIET AMBASSADOR SMIRNOV,SOVIET AMBASSADOR,lexical_context_similarity
INDONESIAN COMMUNISTS,INDONESIAN COMMUNIST PARTY,lexical_context_similarity
PREMIER NGO DINH DIEM,DIEM,lexical_context_similarity
EAST GERMAN,EAST GERMAN GOVERNMENT,lexical_context_similarity
GOTTWALD,KLEMENT GOTTWALD,lexical_context_similarity
KASHMIRI CONSTITUENT ASSEMBLY,KASHMIR CONSTITUENT ASSEMBLY,lexical_context_similarity
LANKA SAMA SAMAJ,LANKA SAMA SAMAJ PARTY (LSSP),lexical_context_similarity
MARSHAL PAPAGOS,PAPAGOS,lexical_context_similarity
AMERICAN ARMY ATTACHE,AMERICAN ARMY ATTACHÉ,lexical_context_similarity
JORDANIAN ARAB LEGION,JORDAN ARAB LEGION,lexical_context_similarity
KARL GRUBER,GRUBER,lexical_context_similarity
BAKDASH,KHALID BAKDASH,lexical_context_similarity
G. V. PANT,PANT,lexical_context_similarity
GENERAL TEIMUR BAKHTIAR,GENERAL BAKHTIAR,lexical_context_similarity
ISRAELI,ISRAELI FORCES,lexical_context_similarity
SCHUMACHER,KURT SCHUMACHER,lexical_context_similarity
TIMUR BAKHTIAR,GENERAL BAKHTIAR,lexical_context_similarity
AL AUJA,EL AUJA,lexical_context_similarity
BANI SAKHIR TRIBE,BANI SAKHIR BEDOUIN TRIBE,lexical_context_similarity
DEHLER,THOMAS DEHLER,lexical_context_similarity
AMERICAN MINISTER TO SYRIA,AMERICAN MINISTER,lexical_context_similarity
MALIAN GOVERNMENT,MALI GOVERNMENT,lexical_context_similarity
SOVIET AMBASSADOR PAVLOV,SOVIET AMBASSADOR,lexical_context_similarity
AUSTRIAN MINISTER,FOREIGN MINISTER GRUBER,lexical_context_similarity
BURMESE AMBASSADOR TO MOSCOW,BURMESE AMBASSADOR,lexical_context_similarity
QASHQAI TRIBE,QASHQAI,lexical_context_similarity
ICHIRO HATOYAMA,HATOYAMA,lexical_context_similarity
GENERAL MIGUEL YDIGORAS,MIGUEL YDIGORAS FUENTES,lexical_context_similarity
PALESTINE ARAB REFUGEES,PALESTINIAN ARAB REFUGEES,lexical_context_similarity
US EMBASSY IN PHNOM PENH,AMERICAN EMBASSY IN PHNOM PENH,lexical_context_similarity
FRENCH AMBASSADOR IN PRAGUE,FRENCH AMBASSADOR,lexical_context_similarity
LABOR,LABOR PARTY,lexical_context_similarity
SINO-SOVIET BLOC COMMUNIST PARTIES,SOVIET BLOC,lexical_context_similarity
ALGERIAN GOVERNMENT,ALGERIAN PROVISIONAL GOVERNMENT,lexical_context_similarity
MME. FURTSEVA,FURTSEVA,lexical_context_similarity
SOVIET EMBASSY IN ROME,SOVIET EMBASSY,lexical_context_similarity
ANWAR AL-SADAT,ANWAR SADAT,lexical_context_similarity
GENERAL DE LATTRE DE TASSIGNY,GENERAL DE LATTRE,lexical_context_similarity
SHARM EL SHEIK,SHARM EL SHEIKH,lexical_context_similarity
KING HUSAYN OF JORDAN,KING HUSAYN,lexical_context_similarity
RED CHINA,CHINA,lexical_context_similarity
EX-PREMIER PINAY,PREMIER PINAY,lexical_context_similarity
KING HUSSAYN,KING HUSAYN,lexical_context_similarity
NYERERE,JULIUS NYERERE,lexical_context_similarity
GERMAN FEDERAL GOVERNMENT,WEST GERMAN GOVERNMENT,lexical_context_similarity
AMERICAN CONSULATE GENERAL IN NAIROBI,AMERICAN CONSULATE GENERAL,lexical_context_similarity
PANAMANIAN PRESIDENT REMON,REMON,lexical_context_similarity
AMERICAN EMBASSY IN VIENTIANE,AMERICAN EMBASSY,lexical_context_similarity
CASTRO,FIDEL CASTRO,lexical_context_similarity
LT. GEN. KIM CHONG-O,KIM CHONG-O,lexical_context_similarity
MADRAS STATE,MADRAS,lexical_context_similarity
BRITISH AMBASSADOR IN CAIRO,BRITISH AMBASSADOR,lexical_context_similarity
YUGOSLAV PRESIDENT TITO,TITO,lexical_context_similarity
IRAQI BAATHISTS,BAATHISTS,lexical_context_similarity
LT. GENERAL HABIBULLAH,LT. GEN. HABIBULLAH,lexical_context_similarity
JORDANS ARAB LEGION,JORDAN ARAB LEGION,lexical_context_similarity
BOLIVIAN PRESIDENT SILES,PRESIDENT SILES,lexical_context_similarity
FREDERIC-DUPONT,EDOUARD FREDERIC-DUPONT,lexical_context_similarity
GONZALES VIDELA,PRESIDENT GONZALEZ VIDELA,lexical_context_similarity
MAGLOIRE,PAUL MAGLOIRE,lexical_context_similarity
ADIB SHISHAKLI,SHISHAKLI,lexical_context_similarity
JOAQUIN BALAGUER,BALAGUER,lexical_context_similarity
FRENCH INDOCHINA,INDOCHINA,lexical_context_similarity
NATIONAL BANK,IRANIAN NATIONAL BANK,lexical_context_similarity
NIIJIMA,NIIJIMA ISLAND,lexical_context_similarity
ALBERT KALONJI,KALONJI,lexical_context_similarity
DUTCH ADMINISTRATION,DUTCH ADMINISTRATION IN NEW GUINEA,lexical_context_similarity
FOREIGN MINISTER KISHI,JAPANESE FOREIGN MINISTER,lexical_context_similarity
WAFDIST PARTY,WAFDIST,lexical_context_similarity
ABDIRASCID ALI SCERMERCHE,ABDIRASCID,lexical_context_similarity
LAURIOL,MARC LAURIOL,lexical_context_similarity
WAR OFFICE,BRITISH WAR OFFICE,lexical_context_similarity
THONDUP,GYALO THONDUP,lexical_context_similarity
MOROCCAN CROWN PRINCE,CROWN PRINCE,lexical_context_similarity
B. T. RANADIVE,RANADIVE,lexical_context_similarity
US LEGATION IN VIENNA,AMERICAN LEGATION,lexical_context_similarity
GREEK DEFENSE MINISTER MAVROS,GREEK DEFENSE MINISTER,lexical_context_similarity
NATIONAL PARTY (PNI),INDONESIAN NATIONAL PARTY,lexical_context_similarity
320TH DIVISION,VIET MINH 320TH DIVISION,lexical_context_similarity
SUWAIDI,AL SUWAIDI,lexical_context_similarity
AMERICAN EMBASSY IN RABAT,AMERICAN EMBASSY,lexical_context_similarity
KERCH/BAGEROVO,KERCH/BAGEROVO AIRFIELD,lexical_context_similarity
ISRAELI-SYRIAN MIXED ARMISTICE COMMISSION (MAC),MIXED ARMISTICE COMMISSION,lexical_context_similarity
CROWN PRINCE FAISAL,CROWN PRINCE FAYSAL,lexical_context_similarity
FOREIGN MINISTER FATEMI,IRANIAN FOREIGN MINISTER,lexical_context_similarity
KAMIL JUMBLATT,KAMAL JUMBLATT,lexical_context_similarity
MOUNTBATTEN,LORD MOUNTBATTEN,lexical_context_similarity
FRENCH AMBASSADOR TO JAPAN,FRENCH AMBASSADOR,lexical_context_similarity
FRENCH HIGH COMMISSIONER LETOURNEAU,FRENCH HIGH COMMISSIONER,lexical_context_similarity
ITALIAN PARTY,ITALIAN COMMUNIST PARTY,lexical_context_similarity
AMERICAN CONSUL GENERAL IN NICOSIA,AMERICAN CONSUL GENERAL,lexical_context_similarity
AMERICAN EMBASSY IN CARACAS,AMERICAN EMBASSY,lexical_context_similarity
ADMIRAL LARRAZABAL,ADMIRAL WOLFGANG LARRAZABAL,lexical_context_similarity
AMERICAN EMBASSY IN LIMA,AMERICAN EMBASSY,lexical_context_similarity
ETEM MENDERES,MENDERES,lexical_context_similarity
PINAR DEL RIO,PINAR DEL RIO PROVINCE,lexical_context_similarity
ROBERTO,HOLDEN ROBERTO,lexical_context_similarity
FRENCH CAMEROUN,CAMEROUN,lexical_context_similarity
JAN SANGH,JAN SANGH PARTY,lexical_context_similarity
BAZAN,JOSE BAZAN,lexical_context_similarity
KHAMSOUK,KHAMSOUK KEOLA,lexical_context_similarity
GERMAN REPUBLIC,GERMAN FEDERAL REPUBLIC,lexical_context_similarity
EQUATEUR,EQUATEUR PROVINCE,lexical_context_similarity
ARAB SOCIALIST-RESURRECTIONIST PARTY,ARAB SOCIALIST RESURRECTION PARTY,lexical_context_similarity
GREEK FOREIGN MINISTER,FOREIGN MINISTER AVEROFF,lexical_context_similarity
LT. COL. SHISHAKLI,SHISHAKLI,lexical_context_similarity
SOCIALIST REICHS PARTY,SOCIALIST REICH PARTY,lexical_context_similarity
SOUTOU,JEAN SOUTOU,lexical_context_similarity
ASSAM STATE,ASSAM,lexical_context_similarity
IRAQI FOREIGN MINISTER,IRAQI FOREIGN MINISTER JAMALI,lexical_context_similarity
MARAGHI,MARAGHI BEY,lexical_context_similarity
SAVANNAKHET PROVINCE,SAVANNAKHET,lexical_context_similarity
CHINESE FOREIGN MINISTER,CHINESE NATIONALIST FOREIGN MINISTER,lexical_context_similarity
HASSAN,KING HASSAN II,lexical_context_similarity
OSCAR HELMER,HELMER,lexical_context_similarity
FIGARO,LE FIGARO,lexical_context_similarity
TRANS ARABIAN PIPELINE COMPANY (TAPLINE),TRANS-ARABIAN PIPELINE COMPANY,lexical_context_similarity
UAR (UNITED ARAB REPUBLIC),UNITED ARAB REPUBLIC,lexical_context_similarity
COMMUNIST PARTY OF INDONESIA (PKI),INDONESIAN COMMUNIST PARTY,lexical_context_similarity
BRITISH AMBASSADOR ROBERTS,BRITISH AMBASSADOR,lexical_context_similarity
PRESIDENT PAZ ESTENSSORO,PAZ,lexical_context_similarity
AMERICAN EMBASSY IN BEIRUT,AMERICAN EMBASSY,lexical_context_similarity
THAN TUN,THAKIN THAN TUN,lexical_context_similarity
BOUN OUM FORCES,PHOUMI FORCES,lexical_context_similarity
FRENCH OFFICIAL IN HANOI,FRENCH OFFICIAL,lexical_context_similarity
PERONISTA GROUPS,PERONISTA,lexical_context_similarity
SOUSTELLE,JACQUES SOUSTELLE,lexical_context_similarity
GENERAL RAOUL SALAN,GENERAL SALAN,lexical_context_similarity
QUEMOY ISLAND,QUEMOY,lexical_context_similarity
HABIB BOURGHIBA,BOURGHIBA,lexical_context_similarity
KLEMENTI VOROSHILOV,VOROSHILOV,lexical_context_similarity
SOVIET GROUND FORCES,SOVIET FORCES,lexical_context_similarity
ETHIOPIAN AMBASSADOR,ETHIOPIAN AMBASSADOR TO EGYPT,lexical_context_similarity
EVANGELICAL BISHOP DIBELIUS,BISHOP DIBELIUS,lexical_context_similarity
EL MAHDI,MAHDI,lexical_context_similarity
FRENCH ALGERIA,FRONT FOR FRENCH ALGERIA,lexical_context_similarity
INDIA GOVERNMENT,INDIAN GOVERNMENT,lexical_context_similarity
SINO-SOVIET FRIENDSHIP SOCIETY,SINO-SOVIET FRIENDSHIP ASSOCIATION,lexical_context_similarity
TAPLINE COMPANY,TAPLINE,lexical_context_similarity
AMBASSADOR JOHNSON,AMERICAN AMBASSADOR,lexical_context_similarity
BRITISH HIGH COMMISSIONER KIRKPATRICK,BRITISH HIGH COMMISSIONER,lexical_context_similarity
EAST GERMAN ALERT POLICE,EAST GERMAN POLICE,lexical_context_similarity
LIEUTENANT COLONEL SARRAJ,SARRAJ,lexical_context_similarity
SOVIET AMBASSADOR LAPIN,SOVIET AMBASSADOR,lexical_context_similarity
COPPER CONFEDERATION,CHILEAN COPPER WORKERS CONFEDERATION,lexical_context_similarity
MIXED ARMISTICE COMMISSION (MAC),MIXED ARMISTICE COMMISSION,lexical_context_similarity
THEODORE BLANK,THEODOR BLANK,lexical_context_similarity
MINISTER LACOSTE,MINISTER FOR ALGERIA LACOSTE,lexical_context_similarity
SOVIET PARTY CENTRAL COMMITTEE,SOVIET CENTRAL COMMITTEE,lexical_context_similarity
ROYAL AIR FORCE,BRITISH ROYAL AIR FORCE,lexical_context_similarity
US EMBASSY IN KABUL,AMERICAN EMBASSY IN KABUL,lexical_context_similarity
DR. RAMON VILLEDA MORALES,VILLEDA MORALES,lexical_context_similarity
SINO-SOVIET TREATY,SINO-SOVIET TREATY OF 1950,lexical_context_similarity
AMERICAN LEGATION IN TAIZ,AMERICAN LEGATION,lexical_context_similarity
FRENCH AMBASSADOR GORSE,FRENCH AMBASSADOR,lexical_context_similarity
FRITZ SCHAEFFER,SCHAEFFER,lexical_context_similarity
JAPANESE FOREIGN MINISTER OKAZAKI,JAPANESE FOREIGN MINISTER,lexical_context_similarity
BRITISH PETROLEUM,BRITISH PETROLEUM COMPANY,lexical_context_similarity
POPULAR REPUBLICAN,POPULAR REPUBLICANS,lexical_context_similarity
ALBERTO MARTIN ARTAJO,MARTIN ARTAJO,lexical_context_similarity
AMERICAN MILITARY ATTACHE,US MILITARY ATTACHE,lexical_context_similarity
US EMBASSY IN BANGKOK,AMERICAN EMBASSY IN BANGKOK,lexical_context_similarity
SOVIET-MADE IL-14,SOVIET IL-14,lexical_context_similarity
VAN VIENG,VANG VIENG,lexical_context_similarity
COLONEL ALPASLAN TURKES,COLONEL TURKES,lexical_context_similarity
LIBERAL DEMOCRATIC PARTY (LDP),LIBERAL-DEMOCRATIC PARTY,lexical_context_similarity
TACHEN,TACHEN ISLANDS,lexical_context_similarity
FRENCH NATO DEPUTY,FRENCH NATO DEPUTY ALPHAND,lexical_context_similarity
AMERICAN EMBASSY IN COLOMBO,AMERICAN EMBASSY,lexical_context_similarity
QASHQAI CHIEFS,QASHQAI,lexical_context_similarity
BURMESE FORCES,BURMESE ARMED FORCES,lexical_context_similarity
GENERAL RODRIGUEZ,GENERAL ROQUE RODRIGUEZ,lexical_context_similarity
DELHI,NEW DELHI,lexical_context_similarity
KATSUO OKAZAKI,OKAZAKI,lexical_context_similarity
BANI SAKHIR,BANI SAKHIR BEDOUIN TRIBE,lexical_context_similarity
TYURA TAM MISSILE TEST RANGE,TYURA TAM,lexical_context_similarity
AMBASSADOR JOHNSTON,BRITISH AMBASSADOR JOHNSTON,lexical_context_similarity
CELEBES ISLAND,CELEBES,lexical_context_similarity
FEDAYAN-I-ISLAM,FEDAYAN ISLAM,lexical_context_similarity
SOVIET EMBASSY IN PARIS,SOVIET EMBASSY,lexical_context_similarity
TAMAYO SUAREZ,OSCAR TAMAYO SUAREZ,lexical_context_similarity
1ST MILITARY REGION,FIRST MILITARY REGION,lexical_context_similarity
SOVIET EMBASSY IN LONDON,SOVIET EMBASSY,lexical_context_similarity
PRESIDENT EL-KHOURI,PRESIDENT KHOURI,lexical_context_similarity
YUGOSLAV DELEGATE BEBLER,YUGOSLAV UN DELEGATE,lexical_context_similarity
EX-GAULLISTS,GAULLISTS,lexical_context_similarity
CHOUGH PYONG-OK,CHO PYONG-OK,lexical_context_similarity
ARTURO FRONDIZI,FRONDIZI,lexical_context_similarity
HAINAN,HAINAN ISLAND,lexical_context_similarity
HILALI PASHA,HILALI,lexical_context_similarity
PHOUMI - BOUN OUM FORCES,PHOUMI FORCES,lexical_context_similarity
EL SALVADORAN COMMUNIST-FRONT PARTY,SALVADORAN COMMUNIST PARTY,lexical_context_similarity
SINSUKE KISHI,KISHI,lexical_context_similarity
NIKITA KHRUSHCHEV,KHRUSHCHEV,lexical_context_similarity
BAYAR-MENDERES REGIME,MENDERES REGIME,lexical_context_similarity
SERGEI KUDRYAVTSEV,KUDRYAVTSEV,lexical_context_similarity
ALLENDE,SALVADOR ALLENDE,lexical_context_similarity
ISRAELI FOREIGN MINISTER,ISRAELI FOREIGN MINISTER SHARETT,lexical_context_similarity
ARGENTINE PRESIDENT,ARGENTINE PRESIDENT FRONDIZI,lexical_context_similarity
YOUTH CORPS,KOREAN YOUTH CORPS,lexical_context_similarity
CHINESE NATIONALIST COMMANDER,CHINESE NATIONALIST,lexical_context_similarity
MONNET,JEAN MONNET,lexical_context_similarity
PHILIPPINE FOREIGN MINISTER ROMULO,PHILIPPINE FOREIGN SECRETARY ROMULO,lexical_context_similarity
SEATO COUNCIL,SEATO,lexical_context_similarity
AMERICAN AMBASSADOR JOHNSON,AMERICAN AMBASSADOR,lexical_context_similarity
DUTCH FOREIGN MINISTER STIKKER,DUTCH FOREIGN MINISTER,lexical_context_similarity
MOROCCAN PREMIER ABDALLAH IBRAHIM,ABDALLAH IBRAHIM,lexical_context_similarity
ABDULLA RIMAWI,ABDULLAH RIMAWI,lexical_context_similarity
ANTONIN ZAPOTOCKY,ZAPOTOCKY,lexical_context_similarity
AUGUSTE DE SCHRIJVER,DE SCHRIJVER,lexical_context_similarity
FRENCH AMBASSADOR DEJEAN,FRENCH AMBASSADOR,lexical_context_similarity
PRIME MINISTER,PRIME MINISTER NOON,lexical_context_similarity
EMBASSY,FRENCH EMBASSY,lexical_context_similarity
K. P. S. MENON,KRISHNA MENON,lexical_context_similarity
US EMBASSY IN KARACHI,AMERICAN EMBASSY IN KARACHI,lexical_context_similarity
CONSTANTINE KARAMANLIS,KARAMANLIS,lexical_context_similarity
ICHIANG ISLAND,ICHIANG,lexical_context_similarity
LIBYAN DEFENSE MINISTER,LIBYAN DEFENSE MINISTER JERBI,lexical_context_similarity
UNDER SECRETARY OF STATE MURPHY,UNDER SECRETARY OF STATE,lexical_context_similarity
WEST GERMAN SOCIAL DEMOCRATS (SPD),SOCIAL DEMOCRATIC PARTY,lexical_context_similarity
ATTOPEU PROVINCE,ATTOPEU,lexical_context_similarity
MUSTAFA BEN HALIM,BEN HALIM,lexical_context_similarity
YURIY ZHUKOV,YURI ZHUKOV,lexical_context_similarity
TAPANULI PROVINCE,TAPANULI,lexical_context_similarity
INDONESIAN AMBASSADOR SUBANDRIO,INDONESIAN AMBASSADOR,lexical_context_similarity
BURMESE AMBASSADOR TO PEIPING,BURMESE AMBASSADOR,lexical_context_similarity
BLUE DIVISION,SPANISH BLUE DIVISION,lexical_context_similarity
FRENCH CONSUL GENERAL,FRENCH CONSUL GENERAL ROYERE,lexical_context_similarity
SOVIET BLOC COUNTRIES,SOVIET BLOC,lexical_context_similarity
WUCHIU ISLAND,WUCHIU ISLANDS,lexical_context_similarity
BELGIAN PARATROOPS,BELGIAN TROOPS,lexical_context_similarity
MOROCCAN KING MOHAMED V,KING MOHAMED V,lexical_context_similarity
NATIONAL UNIONISTS,NATIONAL UNIONIST PARTY,lexical_context_similarity
ANTI-COMMUNIST LEADERS,ANTI-COMMUNIST POLITICAL LEADERS,lexical_context_similarity
FUKIEN,FUKIEN PROVINCE,lexical_context_similarity
BRITISH EMBASSY IN ATHENS,BRITISH EMBASSY,lexical_context_similarity
PREMIER KATAY SASORITH,KATAY,lexical_context_similarity
SPANISH FOREIGN MINISTER,SPANISH FOREIGN MINISTER CASTIELLA,lexical_context_similarity
INDIAN AMBASSADOR PANIKKAR,INDIAN AMBASSADOR,lexical_context_similarity
ORBIT,SOVIET ORBIT,lexical_context_similarity
LIEUTENANT GENERAL WON YONG-TOK,WON YONG-TOK,lexical_context_similarity
FRENCH AMBASSADOR PARODI,FRENCH AMBASSADOR,lexical_context_similarity
BURMESE SOCIALIST PARTY,BURMA SOCIALIST PARTY,lexical_context_similarity
COLOMBIAN FOREIGN MINISTER,COLOMBIAN FOREIGN MINISTER TURBAY,lexical_context_similarity
FEDERAL GOVERNMENT,WEST GERMAN GOVERNMENT,lexical_context_similarity
LEOPOLD,KURT LEOPOLD,lexical_context_similarity
ADENAUERS COALITION,ADENAUER COALITION,lexical_context_similarity
BOLIKANGO,JEAN BOLIKANGO,lexical_context_similarity
GENERAL MOHAMMED NAGIB,GENERAL NAGIB,lexical_context_similarity
US EMBASSY IN HAVANA,AMERICAN EMBASSY,lexical_context_similarity
AMERICAN EMBASSY IN TOKYO,AMERICAN EMBASSY,lexical_context_similarity
SECRETARY OF THE ARMY BRUCKER,SECRETARY OF THE ARMY,lexical_context_similarity
SISOUMANG,TIAO SISOUMANG,lexical_context_similarity
CHANCELLOR-DESIGNATE RAAB,CHANCELLOR RAAB,lexical_context_similarity
FOREIGN MINISTER ARINOS,BRAZILIAN FOREIGN MINISTER ARINOS,lexical_context_similarity
PINAYS GOVERNMENT,PINAY GOVERNMENT,lexical_context_similarity
EX-PREMIER TAM,TAM,lexical_context_similarity
GENERAL SHISHAKLI,SHISHAKLI,lexical_context_similarity
KONG LE-PATHET LAO FORCES,KONG LE - PATHET LAO,lexical_context_similarity
PANAMA NATIONAL GUARD,PANAMANIAN NATIONAL GUARD,lexical_context_similarity
US EMBASSY IN CAIRO,AMERICAN EMBASSY,lexical_context_similarity
PIERRE GUILLAUMAT,GUILLAUMAT,lexical_context_similarity
WYSZYNSKI,CARDINAL WYSZYNSKI,lexical_context_similarity
FRENCH HIGH COMMISSARIAT,FRENCH HIGH COMMISSARIAT IN INDOCHINA,lexical_context_similarity
KOREAN NATIONAL ASSEMBLY,SOUTH KOREAN NATIONAL ASSEMBLY,lexical_context_similarity
RADICAL SOCIALIST,RADICAL SOCIALISTS,lexical_context_similarity
BELGIAN CARETAKER GOVERNMENT,BELGIAN GOVERNMENT,lexical_context_similarity
HALMAHERA,HALMAHERA ISLAND,lexical_context_similarity
LAO DONG (COMMUNIST) PARTY,LAO DONG PARTY,lexical_context_similarity
DEJOIE,LOUIS DEJOIE,lexical_context_similarity
JAPAN LIBERAL PARTY,JAPANESE LIBERAL PARTY,lexical_context_similarity
MAJOR GENERAL CARLOS TORANZO MONTERO,TORANZO MONTERO,lexical_context_similarity
SENGHOR,LEOPOLD SENGHOR,lexical_context_similarity
KASHMIRS NATIONAL CONFERENCE PARTY,NATIONAL CONFERENCE,lexical_context_similarity
PERONISTA ELEMENTS,PERONISTA,lexical_context_similarity
NATIONAL CONGOLESE MOVEMENT,LUMUMBAS NATIONAL CONGOLESE MOVEMENT,lexical_context_similarity
WALTER HALLSTEIN,HALLSTEIN,lexical_context_similarity
ISRAELI PRIME MINISTER,ISRAELI PRIME MINISTER SHARETT,lexical_context_similarity
VAN SCHERPENBERG,HILGER VAN SCHERPENBERG,lexical_context_similarity
GUATEMALAN JUNTA PRESIDENT CASTILLO ARMAS,CASTILLO ARMAS,lexical_context_similarity
COMMISSIONER GENERAL DE JEAN,COMMISSIONER GENERAL DEJEAN,lexical_context_similarity
KAPUSTIN YAR MISSILE TEST RANGE,KAPUSTIN YAR,lexical_context_similarity
VICE-PRESIDENT-ELECT CHANG MYON,VICE PRESIDENT CHANG MYON,lexical_context_similarity
INDIAN CHAIRMAN,INDIAN CHAIRMAN OF THE ICC,lexical_context_similarity
AMERICAN EMBASSY IN TEL AVIV,AMERICAN EMBASSY,lexical_context_similarity
FRANCO NOGUEIRA,ALBERTO FRANCO NOGUEIRA,lexical_context_similarity
THEO LEFEVRE,LEFEVRE,lexical_context_similarity
KASHAMURA,ANICET KASHAMURA,lexical_context_similarity
UN RELIEF AND WORKS AGENCY,UNITED NATIONS RELIEF AND WORKS AGENCY,lexical_context_similarity
LEONID BREZHNEV,BREZHNEV,lexical_context_similarity
NATIONALIST PARTIES,MOROCCAN NATIONALISTS,lexical_context_similarity
BUGANDA PROVINCE,BUGANDA,lexical_context_similarity
CHINESE COMMUNIST VOLUNTEER FORCES,CHINESE COMMUNIST,lexical_context_similarity
