alias,canonical_label,notes,source,review_status,final_score
BRITISH AMBASSADOR JOHNSTON,BRITISH AMBASSADOR JOHNSTON (KIKTEV MAO EN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH AMBASSADOR MALLET,BRITISH AMBASSADOR MALLET (NYEIN CAFFERY KYAW),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH AMBASSADOR TO EGYPT,BRITISH AMBASSADOR TO EGYPT (EGYPTS USSR UN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH AMBASSADOR TO IRAN,BRITISH AMBASSADOR TO IRAN (BREITNER PRESIDENTIAL INDEPENDENTS),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH AMBASSADOR TO THAILAND,BRITISH AMBASSADOR TO THAILAND (COMMISSIONERS LAMARQUE BAO),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH AND AMERICAN PETROLEUM COMPANIES,BRITISH AND AMERICAN PETROLEUM COMPANIES (ISRAELI HAIFA EILAT),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH AND AMERICAN REPRESENTATIVES,BRITISH AND AMERICAN REPRESENTATIVES (INTELLIGENCE UNIT CURRENT),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH AND FRENCH,BRITISH AND FRENCH (HAMMARSKJOLD EGYPT UNITED),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH AND FRENCH COLLEAGUES,BRITISH AND FRENCH COLLEAGUES (CZECHOSLOVAKIA HUNGARY ALLEN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH AND FRENCH OFFICIALS,BRITISH AND FRENCH OFFICIALS (TSINGTAO MARILU KEELUNG),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH ANGLO IRANIAN OIL COMPANY,BRITISH ANGLO IRANIAN OIL COMPANY (INDIA MAJLIS MOSSADEQ),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH ASIATIC PETROLEUM CORPORATION,BRITISH ASIATIC PETROLEUM CORPORATION (STALIN ITALY KENNAN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH BERLIN COMMANDANTS,BRITISH BERLIN COMMANDANTS (SMALL DISTRIBUTION BULLETIN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH BOARD OF TRADE,BRITISH BOARD OF TRADE (EN LAI CHOU),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH BONDHOLDERS,BRITISH BONDHOLDERS (ARABIA VOICE IRAN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH BUSINESSMEN,BRITISH BUSINESSMEN (KABANOV CZECHOSLOVAKIA AIOC),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH CHARGE AT PEIPING,BRITISH CHARGE AT PEIPING (HEATH VIET MINH),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH CHARGE IN BANGKOK,BRITISH CHARGE IN BANGKOK (CULTURE PONOMARENKO IGNATIEV),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH CHARGE IN TEHRAN,BRITISH CHARGE IN TEHRAN (ZIMMERMAN IRAN IRANIAN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH COMMANDER,BRITISH COMMANDER (TUNISIANS WINTERTON ITALY),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH COMMANDER IN CHIEF,BRITISH COMMANDER IN CHIEF (IMAM KHRUSHCHEV GERMANY),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH COMMANDING GENERAL,BRITISH COMMANDING GENERAL (EGYPT ISRAEL CAIRO),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH COMMISSIONER GENERAL FOR SOUTHEAST ASIA,BRITISH COMMISSIONER GENERAL FOR SOUTHEAST ASIA (CHAUDHRI CUNHA CYRANKIEWICZ),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH COMPANIES,BRITISH COMPANIES (YUGOSLAVIA ABDULGANI SUKARNO),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH COMPANY,BRITISH COMPANY (MAPAM GURION ISRAEL),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH CONSUL,BRITISH CONSUL (MOSSADEQ MASJUMI GHOLAM),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH CONSUL IN BASEL,BRITISH CONSUL IN BASEL (PORTUGAL SWITZERLAND CRISIS),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH CONSULATE GENERAL,BRITISH CONSULATE GENERAL (MAJLIS MOSSADEQ HONG),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH CONTROLLED ABU DHABI,BRITISH CONTROLLED ABU DHABI (CEMA ARABIA ARAMCO),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH CONTROLLED GOVERNMENT,BRITISH CONTROLLED GOVERNMENT (CAIRO KHARTOUM EGYPT),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH CONTROLLED IRAQ PETROLEUM COMPANY,BRITISH CONTROLLED IRAQ PETROLEUM COMPANY (MI IRAN MOSSADEQ),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH CRUISER,BRITISH CRUISER (CZECHOSLOVAKIA IRAN ATTACHE),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH DE HAVILLAND,BRITISH DE HAVILLAND (CZECHOSLOVAKIA HELWAN EGYPT),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH DEFENSE COORDINATION COMMITTEE FOR THE FAR EAST,BRITISH DEFENSE COORDINATION COMMITTEE FOR THE FAR EAST (LATTRE HEATH INDIA),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH DEFENSE MINISTER ALEXANDER,BRITISH DEFENSE MINISTER ALEXANDER (MCCLOY PLEVEN FRANCE),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH DEFENSE MINISTER SANDYS,BRITISH DEFENSE MINISTER SANDYS (WELLINGTON MCINTOSH ANZUS),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH DEFENSE MINISTRY,BRITISH DEFENSE MINISTRY (SPAAK EGYPT NASIR),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH DEFENSE WHITE PAPER,BRITISH DEFENSE WHITE PAPER (AUSTRALIA SEATO ZEALAND),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH DELEGATES,BRITISH DELEGATES (ROMANIA POLAND JESSUP),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH DEPUTY,BRITISH DEPUTY (GERMANY SWEDEN NORWAY),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH DESTROYER,BRITISH DESTROYER (EXILE NICARAGUAN WELL),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH DIPLOMATS,BRITISH DIPLOMATS (15 CHURCHILL MIG),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH ECONOMIC COUNSELOR,BRITISH ECONOMIC COUNSELOR (IRAN RAKSHA DAL),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH EMBASSY IN AMMAN,BRITISH EMBASSY IN AMMAN (RHEES NUWAR HUSSAIN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH EMBASSY IN ATHENS,BRITISH EMBASSY IN ATHENS (SHORIKI MATSUTARO KONO),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH EMBASSY IN MADRID,BRITISH EMBASSY IN MADRID (IMPORT EXPORT ALLEN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH EMBASSY IN MOSCOW,BRITISH EMBASSY IN MOSCOW (SANDERS WILSON BAO),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH EMBASSY IN PEIPING,BRITISH EMBASSY IN PEIPING (CHOUCHANE LIBYA BIERUT),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH ENVOYS,BRITISH ENVOYS (QUENARD TUNISIA MAKARIOS),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH FISHING INDUSTRY,BRITISH FISHING INDUSTRY (ICELAND THORS CONSERVATIVE),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH FOREIGN MINISTER MORRISON,BRITISH FOREIGN MINISTER MORRISON (NEHRU IRAN DJAKARTA),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH FOREIGN MINISTRY,BRITISH FOREIGN MINISTRY (NATO PORTUGAL MEMBERSHIP),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH FOREIGN SECRETARY HOME,BRITISH FOREIGN SECRETARY HOME (GAVIN CONG NOGUEIRA),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH FOREIGN SECRETARY SELWYN LLOYD,BRITISH FOREIGN SECRETARY SELWYN LLOYD (KREMLIN NOVOTNY EXTREMISTS),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH FREIGHTER INCHWELLS,BRITISH FREIGHTER INCHWELLS (JUSCELINO TAVORA JUAREZ),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH FRENCH AND AMERICAN AMBASSADORS,BRITISH FRENCH AND AMERICAN AMBASSADORS (JORDAN WATCHMEN TEL),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH FRENCH RESOLUTION ON SUEZ,BRITISH FRENCH RESOLUTION ON SUEZ (ZORIN YUGOSLAVIA IRAN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH GENERAL STAFF,BRITISH GENERAL STAFF (MCCLOY ARBENZ FRANCO),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH GOVERNOR GENERAL IN SUDAN,BRITISH GOVERNOR GENERAL IN SUDAN (ITALY FAROUK MARAGHI),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH GOVERNOR HARDING,BRITISH GOVERNOR HARDING (EOKA AVEROFF SYRIA),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH GUIANA PEOPLES PROGRESSIVE PARTY,BRITISH GUIANA PEOPLES PROGRESSIVE PARTY (KAWILARANG DJAKARTA USSR),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH HIGH COMMISSIONER GURNEY,BRITISH HIGH COMMISSIONER GURNEY (PORTUGAL MACAO LOBO),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH HIGH COMMISSIONERS,BRITISH HIGH COMMISSIONERS (AFSHARTUS KASHANI ROME),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH INTERDEPARTMENTAL COMMITTEE,BRITISH INTERDEPARTMENTAL COMMITTEE (MACMILLAN GAILLARD ALGERIA),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH INTERESTS,BRITISH INTERESTS (PORTUGAL MOZAMBIQUE LISBON),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH JOINT CHIEFS,BRITISH JOINT CHIEFS (MR AFGHANISTAN KARACHI),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH JOINT CHIEFS OF STAFF,BRITISH JOINT CHIEFS OF STAFF (YUGOSLAVIA POLAND ALLEN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH LABORITES,BRITISH LABORITES (XUYEN SYRIA ISRAEL),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH LEADERS,BRITISH LEADERS (MEMBERS CYPRUS USSR),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH LEGATION,BRITISH LEGATION (SOBSI PERBEPSI HUNGARY),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH LEGATION IN BUDAPEST,BRITISH LEGATION IN BUDAPEST (SANDERS WILSON BAO),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH MEDO,BRITISH MEDO (CARLO SCHMID AUSTRIA),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH MILITARY ADVISER,BRITISH MILITARY ADVISER (SUBAH ARABIA KUWAIT),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH MILITARY ATTACHE,BRITISH MILITARY ATTACHE (BORBA YUGOSLAVIA MALETER),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH MILITARY BASES,BRITISH MILITARY BASES (MUGHABGHAB FAZIL EOKA),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH MILITARY LIAISON MISSIONS,BRITISH MILITARY LIAISON MISSIONS (GERMANY ULBRICHT KHRUSHCHEV),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH MILITARY PLANNERS,BRITISH MILITARY PLANNERS (HAIFA FAYID ALEXANDRETTA),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH MINISTER KIRKBRIDE,BRITISH MINISTER KIRKBRIDE (MEDO DUMARCAY GREECE),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH MINISTER OF STATE FOR FOREIGN AFFAIRS,BRITISH MINISTER OF STATE FOR FOREIGN AFFAIRS (ATTORNEY BOLIVIA GUATEMALA),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH MINISTER TO SOUTH KOREA,BRITISH MINISTER TO SOUTH KOREA (NEHRU CAMBODIA BRIGGS),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH NATO REPRESENTATIVES,BRITISH NATO REPRESENTATIVES (MCGHEE KOPRULU IDRIS),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH NAVAL AND AIR FORCE UNITS,BRITISH NAVAL AND AIR FORCE UNITS (ARABIA SELWYN BAHREIN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH NAVAL COMMANDER,BRITISH NAVAL COMMANDER (EGYPT COMMANDING ISRAEL),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH NAVAL VESSEL,BRITISH NAVAL VESSEL (NEHRUS YEMEN PUNJAB),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH OBSERVERS,BRITISH OBSERVERS (MEDICAL DILLON BIDAULT),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH OFFICERS,BRITISH OFFICERS (MALLORY COTY GLUBB),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH OFFICIAL,BRITISH OFFICIAL (GRUENTHER ADENAUER USSR),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH PERSONNEL,BRITISH PERSONNEL (EGYPT ASSISTANCE NATO),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH PETROLEUM,BRITISH PETROLEUM (MORARJI JAWAHARLAL CIE),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH PETROLEUM COMPANIES,BRITISH PETROLEUM COMPANIES (KUWAITI KUWAIT PUBLIC),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH PETROLEUM COMPANY,BRITISH PETROLEUM COMPANY (CZECHOSLOVAKIA KOZLOV HUNGARY),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH PLANE,BRITISH PLANE (WIENER NEUSTADT EPEK),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH PRESS,BRITISH PRESS (REPRESENTATIVES COMMUNISTS OFFICE),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH PROTECTORATE,BRITISH PROTECTORATE (SOMALIA ADMINISTERED TRUST),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH RAW COTTON COMMISSION,BRITISH RAW COTTON COMMISSION (TURKEY STEVENSON CAFFERY),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH REPRESENTATIVE,BRITISH REPRESENTATIVE (THEODOR PAYMENTS HOUTTE),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH ROYAL AIR FORCE,BRITISH ROYAL AIR FORCE (UNEF EMERGENCY ISRAEL),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH SECURITY FORCES,BRITISH SECURITY FORCES (EOKA SPEAKER MAUNOURY),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH SERVICE MISSION,BRITISH SERVICE MISSION (DARUL WOOD SEBALD),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH SERVICEMAN,BRITISH SERVICEMAN (STRIP FOOT GAZA),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH SHELL,BRITISH SHELL (YUGOSLAVS HINAWI LIAQUAT),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH SHIPBUILDERS AND ENGINEERS,BRITISH SHIPBUILDERS AND ENGINEERS (EILAT BEERSHEBA PIPELINE),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH SHIPOWNERS,BRITISH SHIPOWNERS (USERS SOUPHANNOUVONG OUAN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH SOMALILAND PROTECTORATE,BRITISH SOMALILAND PROTECTORATE (ALGERIANS ISSA BODY),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH SOUTHEAST ASIA POLICY,BRITISH SOUTHEAST ASIA POLICY (EN TRAN LAI),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH SUBJECTS,BRITISH SUBJECTS (EMPLOYEES AIOC ABADAN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH THIRD INFANTRY DIVISION,BRITISH THIRD INFANTRY DIVISION (MONDE YUGOSLAVIA KHRUSHCHEV),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH TRADE DELEGATES,BRITISH TRADE DELEGATES (AUSTRALIA MENZIES PEIPING),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH TRADING FIRM,BRITISH TRADING FIRM (FERROUS CZECHOSLOVAKIA RAILROADS),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH TRAWLER,BRITISH TRAWLER (EXILE NICARAGUAN WELL),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH TRAWLERS FEDERATION,BRITISH TRAWLERS FEDERATION (ICELANDS ICELAND BRITAIN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH TREASURY,BRITISH TREASURY (KOTELAWALA QASHQAI ZAHEDI),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH TRUCK,BRITISH TRUCK (BABELSBERG GROMYKO ADENAUER),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH UN CHIEF DELEGATE DIXON,BRITISH UN CHIEF DELEGATE DIXON (PHNOM PENH HAMMARSKJOLD),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH UN DELEGATE,BRITISH UN DELEGATE (LAWSON LACOSTE GURION),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH UN DELEGATE JEBB,BRITISH UN DELEGATE JEBB (29 NATSIR SUKARNO),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH UN DELEGATES,BRITISH UN DELEGATES (SATTERTHWAITE ISKANDER CHAUDRI),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH UN REPRESENTATIVES,BRITISH UN REPRESENTATIVES (PRESS COMMUNISTS OFFICE),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH VENOM,BRITISH VENOM (PHILIPPINE SMELA YEMEN),,a4_pipeline,a3_single_cluster_self,1.0
BRITISH VICE CONSUL,BRITISH VICE CONSUL (YUGOSLAVIA TITO AMERICA),,a4_pipeline,a3_single_cluster_self,1.0
BROHI,EMMERSON (MOHAMMAD BROHI GHULAM),,a4_pipeline,a5_consolidated,0.9935
BROWN,AMBASSADOR BROWN,,a4_pipeline,accept_rule,1.0
BRUNO KREISKY,BRUNO KREISKY (PERU ITALY AUSTRIA),,a4_pipeline,a3_single_cluster_self,1.0
BRUNO PITTERMANN,BRUNO PITTERMANN (THOMPSON SCHAERF COTY),,a4_pipeline,a3_single_cluster_self,1.0
BRUSSELS TREATY,BRUSSELS TREATY (RUMANIA HUNGARY COLOMBO),,a4_pipeline,a3_single_cluster_self,1.0
BRUSSELS TREATY ORGANIZATION,BRUSSELS TREATY ORGANIZATION (TEITGEN CONANT MENDES),,a4_pipeline,a3_single_cluster_self,1.0
BRZEG,BRZEG (LYNCH SAADAWI BECHIR),,a4_pipeline,a3_single_cluster_self,1.0
BUCHAREST RADIO,BUCHAREST RADIO (RUMANIA CZECHOSLOVAKIA POLAND),,a4_pipeline,a3_single_cluster_self,1.0
BUCHAREST RAILWAY WORKERS,BUCHAREST RAILWAY WORKERS (DABROWSKI MILITIA COAL),,a4_pipeline,a3_single_cluster_self,1.0
BUDDHIST MONKS,BUDDHIST MONKS (VONGVICHIT KHOUANG XIENG),,a4_pipeline,a3_single_cluster_self,1.0
BUDDHIST NATIONALIST FORCES,BUDDHIST NATIONALIST FORCES (CEYLON KARAMI DAHANAYAKE),,a4_pipeline,a3_single_cluster_self,1.0
BUDDHIST ORGANIZATIONS,BUDDHIST ORGANIZATIONS (DALAI LAMA NE),,a4_pipeline,a3_single_cluster_self,1.0
BUDDHIST PRIEST,BUDDHIST PRIEST (SRI AFGHANISTAN DAHANAYAKE),,a4_pipeline,a3_single_cluster_self,1.0
BUDGET MINISTER PELLA,BUDGET MINISTER PELLA (KEKKONEN USSR GASPERI),,a4_pipeline,a3_single_cluster_self,1.0
BUDGET MINISTER VANONI,BUDGET MINISTER VANONI (AMINTORE LACY SEGNI),,a4_pipeline,a3_single_cluster_self,1.0
BUGANDA KING,BUGANDA KING (SABRI USSR NASIR),,a4_pipeline,a3_single_cluster_self,1.0
BUGHICI,I LAVRENTIEV (VISHINSKY RUMANIA BUGHICI),,a4_pipeline,a5_consolidated,0.9296
BUI CHU,BUI CHU (DIEM PHAT ITALY),,a4_pipeline,a3_single_cluster_self,1.0
BULGANIN GOVERNMENT,BULGANIN GOVERNMENT (ZERBST TAKASAKI 17),,a4_pipeline,a3_single_cluster_self,1.0
BULGARIAN CABINET,BULGARIAN CABINET (CYRANKIEWICZ SUKARNO GOMULKA),,a4_pipeline,a3_single_cluster_self,1.0
BULGARIAN COMMUNIST LEADERS,BULGARIAN COMMUNIST LEADERS (TRAYKOV GASPAR SANDOR),,a4_pipeline,a3_single_cluster_self,1.0
BULGARIAN COMMUNIST PARTY,BULGARIAN COMMUNIST PARTY (VOITEC TRAICHO RUMANIA),,a4_pipeline,a3_single_cluster_self,1.0
BULGARIAN FREIGHTER CHIPKA,BULGARIAN FREIGHTER CHIPKA (LIBERIA LATAKIA SYRIA),,a4_pipeline,a3_single_cluster_self,1.0
BULGARIAN LAND SEA AND AIR FORCES,BULGARIAN LAND SEA AND AIR FORCES (TURKESTAN TRANSCAUCASUS 50TH),,a4_pipeline,a3_single_cluster_self,1.0
BULGARIAN MINISTRY OF NATIONAL DEFENSE,BULGARIAN MINISTRY OF NATIONAL DEFENSE (MACHINES ENTERPRISE BULGARIA),,a4_pipeline,a3_single_cluster_self,1.0
BULGARIAN OFFICIALS,BULGARIAN OFFICIALS (SOFIA BAUDIER RAVNDAL),,a4_pipeline,a3_single_cluster_self,1.0
BULGARIAN PARTY,BULGARIAN PARTY (VREME TASKOV NOVO),,a4_pipeline,a3_single_cluster_self,1.0
BULGARIAN PARTY CENTRAL COMMITTEE,BULGARIAN PARTY CENTRAL COMMITTEE (CYRANKIEWICZ SUKARNO GOMULKA),,a4_pipeline,a3_single_cluster_self,1.0
BULGARIAN PARTY DAILY,BULGARIAN PARTY DAILY (ZYCIE WARSZAWY POLAND),,a4_pipeline,a3_single_cluster_self,1.0
BULGARIAN REGIME,BULGARIAN REGIME (BENTENG SIMBOLON POLAND),,a4_pipeline,a3_single_cluster_self,1.0
BULGARIAN SECURITY POLICE,BULGARIAN SECURITY POLICE (SAIGON US TUDEH),,a4_pipeline,a3_single_cluster_self,1.0
BULGARIAN STATE ENTERPRISE FOR IMPORT OF METALS AND MACHINES,BULGARIAN STATE ENTERPRISE FOR IMPORT OF METALS AND MACHINES (BULGARIA TIMES BURMA),,a4_pipeline,a3_single_cluster_self,1.0
BULGARIAN YUGOSLAV CONTACTS,BULGARIAN YUGOSLAV CONTACTS (PRAVDA KOJE INCIDENT),,a4_pipeline,a3_single_cluster_self,1.0
BUNCHEZ,BUNCHEZ AND COLONEL GOHAR (STRIP UNEF),,a4_pipeline,a5_consolidated,0.8425
BUNDESTAG DEFENSE COMMITTEE,BUNDESTAG DEFENSE COMMITTEE (EGYPTIANS TASS KINGDOM),,a4_pipeline,a3_single_cluster_self,1.0
BUNDESTAG FACTION OF THE CHRISTIAN DEMOCRATIC UNION AND CHRISTIAN SOCIAL UNION,BUNDESTAG FACTION OF THE CHRISTIAN DEMOCRATIC UNION AND CHRISTIAN SOCIAL UNION (YUGOSLAVIA HALLSTEIN BRENTANO),,a4_pipeline,a3_single_cluster_self,1.0
BUNDESTAG FOREIGN AFFAIRS COMMITTEE,BUNDESTAG FOREIGN AFFAIRS COMMITTEE (HILGER SCHERPENBERG BRENTANO),,a4_pipeline,a3_single_cluster_self,1.0
BUNDESTAG LEADER KRONE,BUNDESTAG LEADER KRONE (CHANCELLOR KUO GERSTENMAIER),,a4_pipeline,a3_single_cluster_self,1.0
BURGESS,AMBASSADOR BURGESS,,a4_pipeline,accept_rule,1.0
BURMA RED FLAG COMMUNIST FACTION,BURMA RED FLAG COMMUNIST FACTION (KARENS THAN TUN),,a4_pipeline,a3_single_cluster_self,1.0
BURMA ROAD,BURMA ROAD (KUNMING YUNNAN FAR),,a4_pipeline,a3_single_cluster_self,1.0
BURMA THAILAND BORDER AREA,BURMA THAILAND BORDER AREA (IVORY BOIGNY HOUPHOUET),,a4_pipeline,a3_single_cluster_self,1.0
BURMAH SHELL,BURMAH SHELL (CALTEX ICELANDIC REBELS),,a4_pipeline,a3_single_cluster_self,1.0
BURMAN DOMINATED GOVERNMENT,BURMAN DOMINATED GOVERNMENT (THAIKE MANDALAY SHWE),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE ACTING FOREIGN MINISTER,BURMESE ACTING FOREIGN MINISTER (MALCOLM KARENS VOLUNTEER),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE AMBASSADOR TO MOSCOW,BURMESE AMBASSADOR TO MOSCOW (KRISHNA THIMAYYA MENON),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE AMBASSADOR TO PEIPING,BURMESE AMBASSADOR TO PEIPING (METALLURGY CLARK CHASE),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE CABINET MINISTER,BURMESE CABINET MINISTER (SEATO PRIDI VIET),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE CHAMBER OF DEPUTIES,BURMESE CHAMBER OF DEPUTIES (FINNISH FAGERHOLM UNU),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE COMMANDER IN CHIEF NE WIN,BURMESE COMMANDER IN CHIEF NE WIN (THAKIN KINGDOM NU),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE COMMUNIST,BURMESE COMMUNIST (MAHENDRA GYI NEPALI),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE DELEGATION,BURMESE DELEGATION (SUEHIRO NISHIO ARABIA),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE ELECTIONS,BURMESE ELECTIONS (UNU NEHRU HUSSAIN),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE EMBASSY,BURMESE EMBASSY (YUGOSLAVIA KHRUSHCHEV USSR),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE FORCES,BURMESE FORCES (HSAT YEH SALVATION),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE FOREIGN AFFAIRS ADVISORY COMMITTEE,BURMESE FOREIGN AFFAIRS ADVISORY COMMITTEE (TEHRAN QAVAM BURMA),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE FOREIGN MINISTRY,BURMESE FOREIGN MINISTRY (CATALYTIC BRITAIN BAKU),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE INSURGENT HELD TERRITORY,BURMESE INSURGENT HELD TERRITORY (MOULMEIN NNRC THAILAND),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE INSURGENT LEADERS,BURMESE INSURGENT LEADERS (MALIK VIET MINH),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE LEADER,BURMESE LEADER (DILLON VINOGRADOV CYPRUS),,a4_pipeline,a3_single_cluster_self,1.0
BURMESE MILITARY POLICE,BURMESE MILITARY POLICE (NATIONALISTS STUDENT MOLLET),,a4_pipeline,a3_single_cluster_self,1.0
