original_normalized_label,canonical_label,canonical_key,method,confidence
ATTLEE,ATTLEE (BULLETIN WHO UK),CANONICAL_ENTITY:ATTLEE_BULLETIN_WHO_UK,a3_single_cluster_self,1.0
BAATHISTS,BAATHISTS,CANONICAL_ENTITY:BAATHISTS,multi_sense_label,1.0
BANDUNG,BANDUNG (BULLETIN IS INDONESIA),CANONICAL_ENTITY:BANDUNG_BULLETIN_IS_INDONESIA,a3_single_cluster_self,1.0
BANK OF FRANCE,BANK OF FRANCE,CANONICAL_ENTITY:BANK_OF_FRANCE,multi_sense_label,1.0
BEERSHEBA,BEERSHEBA (ISRAEL BULLETIN YEMEN),CANONICAL_ENTITY:BEERSHEBA_ISRAEL_BULLETIN_YEMEN,a3_single_cluster_self,1.0
BELGIAN FOREIGN MINISTRY,BELGIAN FOREIGN MINISTRY,CANONICAL_ENTITY:BELGIAN_FOREIGN_MINISTRY,multi_sense_label,1.0
BIERUT,BIERUT,CANONICAL_ENTITY:BIERUT,a5_consolidated,0.91
BOGOTA,BOGOTA (COLOMBIA BULLETIN INTELLIGENCE),CANONICAL_ENTITY:BOGOTA_COLOMBIA_BULLETIN_INTELLIGENCE,a3_single_cluster_self,1.0
BOLIVAR VALLARINO,BOLIVAR VALLARINO (PANAMA BULLETIN COMMANDANT),CANONICAL_ENTITY:BOLIVAR_VALLARINO_PANAMA_BULLETIN_COMMANDANT,a3_single_cluster_self,1.0
BRAZILIAN GOVERNMENT,BRAZILIAN GOVERNMENT,CANONICAL_ENTITY:BRAZILIAN_GOVERNMENT,multi_sense_label,1.0
BRAZZAVILLE,BRAZZAVILLE (BULLETIN LUANDA CONGO),CANONICAL_ENTITY:BRAZZAVILLE_BULLETIN_LUANDA_CONGO,a3_single_cluster_self,1.0
BREZHNEV,BREZHNEV (BULLETIN SHEPILOV MOLOTOV),CANONICAL_ENTITY:BREZHNEV_BULLETIN_SHEPILOV_MOLOTOV,a3_single_cluster_self,1.0
BRITISH ADMIRALTY,BRITISH ADMIRALTY (ZORIN BUTLER NEHRU),CANONICAL_ENTITY:BRITISH_ADMIRALTY_ZORIN_BUTLER_NEHRU,a5_consolidated,0.91
BRITISH FIRMS,BRITISH FIRMS,CANONICAL_ENTITY:BRITISH_FIRMS,multi_sense_label,1.0
BRUCE,AMBASSADOR BRUCE,CANONICAL_ENTITY:AMBASSADOR_BRUCE,accept_rule,1.0
BUKAVU,BUKAVU (KIVU BULLETIN CONGO),CANONICAL_ENTITY:BUKAVU_KIVU_BULLETIN_CONGO,a3_single_cluster_self,1.0
BURAIMI,BURAIMI (BULLETIN ARABIA INTELLIGENCE),CANONICAL_ENTITY:BURAIMI_BULLETIN_ARABIA_INTELLIGENCE,a3_single_cluster_self,1.0
BURMESE FOREIGN MINISTER,BURMESE FOREIGN MINISTER (BULLETIN KEY INDIA),CANONICAL_ENTITY:BURMESE_FOREIGN_MINISTER_BULLETIN_KEY_INDIA,a3_single_cluster_self,1.0
BURMESE PREMIER NU,BURMESE PREMIER NU,CANONICAL_ENTITY:BURMESE_PREMIER_NU,a5_consolidated,0.91
CALDERON GUARDIA,CALDERON GUARDIA (FIGUERES RICA BULLETIN),CANONICAL_ENTITY:CALDERON_GUARDIA_FIGUERES_RICA_BULLETIN,a3_single_cluster_self,1.0
CAMBODIAN ARMY,CAMBODIAN ARMY,CANONICAL_ENTITY:CAMBODIAN_ARMY,multi_sense_label,1.0
CANAL ZONE,CANAL ZONE (BULLETIN INTELLIGENCE CENTRAL),CANONICAL_ENTITY:CANAL_ZONE_BULLETIN_INTELLIGENCE_CENTRAL,a3_single_cluster_self,1.0
CARLOS LUZ,CARLOS LUZ (CAF KUBITSCHEK 11),CANONICAL_ENTITY:CARLOS_LUZ_CAF_KUBITSCHEK_11,a3_single_cluster_self,1.0
CASTIELLA,CASTIELLA (SPAIN BULLETIN SPANISH),CANONICAL_ENTITY:CASTIELLA_SPAIN_BULLETIN_SPANISH,a3_single_cluster_self,1.0
CASTILLO,CASTILLO (BULLETIN MONZON INTELLIGENCE),CANONICAL_ENTITY:CASTILLO_BULLETIN_MONZON_INTELLIGENCE,a3_single_cluster_self,1.0
CENTRAL COMMITTEE,CENTRAL COMMITTEE,CANONICAL_ENTITY:CENTRAL_COMMITTEE,multi_sense_label,1.0
CHANG TO YONG,CHANG TO YONG (BULLETIN 1961 INTELLIGENCE),CANONICAL_ENTITY:CHANG_TO_YONG_BULLETIN_1961_INTELLIGENCE,a3_single_cluster_self,1.0
CHARLES DE GAULLE,CHARLES DE GAULLE,CANONICAL_ENTITY:CHARLES_DE_GAULLE,a5_consolidated,0.91
CHEN CHENG,CHEN CHENG (KAI BULLETIN SHEK),CANONICAL_ENTITY:CHEN_CHENG_KAI_BULLETIN_SHEK,a3_single_cluster_self,1.0
CHINESE COMMUNIST FORCES,CHINESE COMMUNIST FORCES,CANONICAL_ENTITY:CHINESE_COMMUNIST_FORCES,multi_sense_label,1.0
CHUNDRIGAR,CHUNDRIGAR (SUHRAWARDY PAKISTAN BULLETIN),CANONICAL_ENTITY:CHUNDRIGAR_SUHRAWARDY_PAKISTAN_BULLETIN,a3_single_cluster_self,1.0
CNU,COMMITTEE OF NATIONAL UNION,CANONICAL_ENTITY:COMMITTEE_OF_NATIONAL_UNION,accept_rule,1.0
COLONIAL OFFICE,COLONIAL OFFICE,CANONICAL_ENTITY:COLONIAL_OFFICE,multi_sense_label,1.0
CONSERVATIVE GOVERNMENT,CONSERVATIVE GOVERNMENT,CANONICAL_ENTITY:CONSERVATIVE_GOVERNMENT,multi_sense_label,1.0
COSTA RICAN GOVERNMENT,COSTA RICAN GOVERNMENT,CANONICAL_ENTITY:COSTA_RICAN_GOVERNMENT,multi_sense_label,1.0
CUBAN REGIME,CUBAN REGIME,CANONICAL_ENTITY:CUBAN_REGIME,multi_sense_label,1.0
D T SHEPILOV,D T SHEPILOV (BULLETIN PRAVDA GERMANY),CANONICAL_ENTITY:D_T_SHEPILOV_BULLETIN_PRAVDA_GERMANY,a3_single_cluster_self,1.0
DACCA,DACCA (PAKISTAN BULLETIN FIVE),CANONICAL_ENTITY:DACCA_PAKISTAN_BULLETIN_FIVE,a3_single_cluster_self,1.0
DERTINGER,DERTINGER (1952 BULLETIN IS),CANONICAL_ENTITY:DERTINGER_1952_BULLETIN_IS,a3_single_cluster_self,1.0
DJUANDA CABINET,DJUANDA CABINET,CANONICAL_ENTITY:DJUANDA_CABINET,multi_sense_label,1.0
EGYPTIAN REVOLUTIONARY COMMAND COUNCIL,EGYPTIAN REVOLUTIONARY COMMAND COUNCIL,CANONICAL_ENTITY:EGYPTIAN_REVOLUTIONARY_COMMAND_COUNCIL,multi_sense_label,1.0
ELY,GENERAL ELY,CANONICAL_ENTITY:GENERAL_ELY,accept_rule,1.0
EUROPEAN COAL STEEL COMMUNITY,EUROPEAN COAL STEEL COMMUNITY,CANONICAL_ENTITY:EUROPEAN_COAL_STEEL_COMMUNITY,multi_sense_label,1.0
EUROPEAN COMMUNITY,EUROPEAN COMMUNITY,CANONICAL_ENTITY:EUROPEAN_COMMUNITY,multi_sense_label,1.0
FAURE GOVERNMENT,FAURE GOVERNMENT,CANONICAL_ENTITY:FAURE_GOVERNMENT,multi_sense_label,1.0
FINNISH GOVERNMENT,FINNISH GOVERNMENT,CANONICAL_ENTITY:FINNISH_GOVERNMENT,multi_sense_label,1.0
FORCE OUVRIERE,FORCE OUVRIERE (YUGOSLAVIA TANGIER EPEK),CANONICAL_ENTITY:FORCE_OUVRIERE_YUGOSLAVIA_TANGIER_EPEK,a5_consolidated,0.91
FRENCH COUNCIL OF THE REPUBLIC,FRENCH COUNCIL OF THE REPUBLIC,CANONICAL_ENTITY:FRENCH_COUNCIL_OF_THE_REPUBLIC,multi_sense_label,1.0
FRENCH FOREIGN MINISTER,FRENCH FOREIGN MINISTER (BULLETIN PARIS 1952),CANONICAL_ENTITY:FRENCH_FOREIGN_MINISTER_BULLETIN_PARIS_1952,a3_single_cluster_self,1.0
FRENCH OFFICIAL,FRENCH OFFICIAL (BULLETIN GERMANY STATEMENT),CANONICAL_ENTITY:FRENCH_OFFICIAL_BULLETIN_GERMANY_STATEMENT,a3_single_cluster_self,1.0
FRENCH PREMIER GAILLARD,FRENCH PREMIER GAILLARD (BULLETIN GERMANY FRANCE),CANONICAL_ENTITY:FRENCH_PREMIER_GAILLARD_BULLETIN_GERMANY_FRANCE,a3_single_cluster_self,1.0
FRENCH UNION FORCES,FRENCH UNION FORCES,CANONICAL_ENTITY:FRENCH_UNION_FORCES,multi_sense_label,1.0
GDYNIA,GDYNIA (BULLETIN 1952 INTELLIGENCE),CANONICAL_ENTITY:GDYNIA_BULLETIN_1952_INTELLIGENCE,a3_single_cluster_self,1.0
GENERAL CHASE,GENERAL CHASE,CANONICAL_ENTITY:GENERAL_CHASE,a5_consolidated,0.91
GENERAL CHEHAB,GENERAL CHEHAB,CANONICAL_ENTITY:GENERAL_CHEHAB,a5_consolidated,0.91
GENERAL ODANIEL,GENERAL ODANIEL,CANONICAL_ENTITY:GENERAL_ODANIEL,a5_consolidated,0.91
GENERAL RILEY,GENERAL RILEY,CANONICAL_ENTITY:GENERAL_RILEY,a5_consolidated,0.91
GENERAL UTOYO,GENERAL UTOYO,CANONICAL_ENTITY:GENERAL_UTOYO,a5_consolidated,0.91
GENOA,GENOA (ITALY BULLETIN POLAND),CANONICAL_ENTITY:GENOA_ITALY_BULLETIN_POLAND,a3_single_cluster_self,1.0
GEORGE YEH,GEORGE YEH,CANONICAL_ENTITY:GEORGE_YEH,a5_consolidated,0.91
GERMAN GOVERNMENT,GERMAN GOVERNMENT,CANONICAL_ENTITY:GERMAN_GOVERNMENT,multi_sense_label,1.0
GERMAN PARTY,GERMAN PARTY,CANONICAL_ENTITY:GERMAN_PARTY,multi_sense_label,1.0
GOVERNMENT OF INDIA,GOVERNMENT OF INDIA,CANONICAL_ENTITY:GOVERNMENT_OF_INDIA,multi_sense_label,1.0
GOVERNOR FOOT,GOVERNOR FOOT (CYPRUS BULLETIN MAKARIOS),CANONICAL_ENTITY:GOVERNOR_FOOT_CYPRUS_BULLETIN_MAKARIOS,a3_single_cluster_self,1.0
GRANDVAL,GRANDVAL (BULLETIN RESIDENT YOUSSEF),CANONICAL_ENTITY:GRANDVAL_BULLETIN_RESIDENT_YOUSSEF,a3_single_cluster_self,1.0
GUANTANAMO,GUANTANAMO (CASTROS BULLETIN CASTRO),CANONICAL_ENTITY:GUANTANAMO_CASTROS_BULLETIN_CASTRO,a3_single_cluster_self,1.0
HARE,AMBASSADOR HARE,CANONICAL_ENTITY:AMBASSADOR_HARE,accept_rule,1.0
HEINRICH RAU,HEINRICH RAU (BULLETIN KHRUSHCHEV GERMANY),CANONICAL_ENTITY:HEINRICH_RAU_BULLETIN_KHRUSHCHEV_GERMANY,a3_single_cluster_self,1.0
HELMER,HELMER (AUSTRIA BULLETIN DONNELLY),CANONICAL_ENTITY:HELMER_AUSTRIA_BULLETIN_DONNELLY,a3_single_cluster_self,1.0
HOLDEN ROBERTO,HOLDEN ROBERTO (UPA BULLETIN 1961),CANONICAL_ENTITY:HOLDEN_ROBERTO_UPA_BULLETIN_1961,a3_single_cluster_self,1.0
HUSSAYN,KING HUSSAYN,CANONICAL_ENTITY:KING_HUSSAYN,accept_rule,1.0
HUU,HUU,CANONICAL_ENTITY:HUU,multi_sense_label,1.0
IBN SAUD,KING IBN SAUD,CANONICAL_ENTITY:KING_IBN_SAUD,accept_rule,1.0
ICHIANG,ICHIANG (ISLAND BULLETIN TOUMEN),CANONICAL_ENTITY:ICHIANG_ISLAND_BULLETIN_TOUMEN,a3_single_cluster_self,1.0
IDRISS,KING IDRISS,CANONICAL_ENTITY:KING_IDRISS,accept_rule,1.0
ILEO GOVERNMENT,ILEO GOVERNMENT,CANONICAL_ENTITY:ILEO_GOVERNMENT,multi_sense_label,1.0
INDIAN PRIME MINISTER NEHRU,INDIAN PRIME MINISTER NEHRU (NEHRUS BULLETIN INDIA),CANONICAL_ENTITY:INDIAN_PRIME_MINISTER_NEHRUNEHRUS_BULLETIN_INDIA,a3_single_cluster_self,1.0
INDONESIAN COMMUNISTS,INDONESIAN COMMUNISTS,CANONICAL_ENTITY:INDONESIAN_COMMUNISTS,multi_sense_label,1.0
INDONESIAN FOREIGN MINISTER,INDONESIAN FOREIGN MINISTER,CANONICAL_ENTITY:INDONESIAN_FOREIGN_MINISTER,multi_sense_label,1.0
INGE TOFT,INGE TOFT (ISRAEL BULLETIN UAR),CANONICAL_ENTITY:INGE_TOFT_ISRAEL_BULLETIN_UAR,a3_single_cluster_self,1.0
IRANIAN EMBASSY,IRANIAN EMBASSY (BULLETIN MOSCOW SITUATION),CANONICAL_ENTITY:IRANIAN_EMBASSY_BULLETIN_MOSCOW_SITUATION,a3_single_cluster_self,1.0
ISRAELI DEFENSE FORCE,ISRAELI DEFENSE FORCE,CANONICAL_ENTITY:ISRAELI_DEFENSE_FORCE,multi_sense_label,1.0
ITALIAN FOREIGN OFFICE,ITALIAN FOREIGN OFFICE,CANONICAL_ENTITY:ITALIAN_FOREIGN_OFFICE,multi_sense_label,1.0
JACQUET,JACQUET (BULLETIN 1954 REYNAUD),CANONICAL_ENTITY:JACQUET_BULLETIN_1954_REYNAUD,a3_single_cluster_self,1.0
JESSUP,JESSUP,CANONICAL_ENTITY:JESSUP,a5_consolidated,0.91
JIDDA,JIDDA (EGYPT BULLETIN SAUDI),CANONICAL_ENTITY:JIDDA_EGYPT_BULLETIN_SAUDI,a3_single_cluster_self,1.0
JOAO GOULART,JOAO GOULART (JUSCELINO BRAZIL KUBITSCHEK),CANONICAL_ENTITY:JOAO_GOULART_JUSCELINO_BRAZIL_KUBITSCHEK,a3_single_cluster_self,1.0
JOHNSTON PLAN,JOHNSTON PLAN (SYRIA BULLETIN BANAT),CANONICAL_ENTITY:JOHNSTON_PLAN_SYRIA_BULLETIN_BANAT,a3_single_cluster_self,1.0
KACHIN,KACHIN (BULLETIN IS BURMA),CANONICAL_ENTITY:KACHIN_BULLETIN_IS_BURMA,a3_single_cluster_self,1.0
KAMEJIRO SENAGA,KAMEJIRO SENAGA (NAHA OKINAWA 25),CANONICAL_ENTITY:KAMEJIRO_SENAGA_NAHA_OKINAWA_25,a3_single_cluster_self,1.0
KANELLOPOULOS,KANELLOPOULOS (BULLETIN PAPAGOS INTELLIGENCE),CANONICAL_ENTITY:KANELLOPOULOS_BULLETIN_PAPAGOS_INTELLIGENCE,a3_single_cluster_self,1.0
KAREN,KAREN,CANONICAL_ENTITY:KAREN,multi_sense_label,1.0
KEFLAVIK AIR BASE,KEFLAVIK AIR BASE (ICELAND BULLETIN ICELANDIC),CANONICAL_ENTITY:KEFLAVIK_AIR_BASE_ICELAND_BULLETIN_ICELANDIC,a3_single_cluster_self,1.0
KEITA,KEITA,CANONICAL_ENTITY:KEITA,a5_consolidated,0.91
KHORRAMSHAHR,KHORRAMSHAHR (IRAN IRAQ BULLETIN),CANONICAL_ENTITY:KHORRAMSHAHR_IRAN_IRAQ_BULLETIN,a3_single_cluster_self,1.0
KING OF CAMBODIA,KING OF CAMBODIA (BULLETIN CAMBODIAN INTELLIGENCE),CANONICAL_ENTITY:KING_OF_CAMBODIA_BULLETIN_CAMBODIAN_INTELLIGENCE,a3_single_cluster_self,1.0
KOPRULU,KOPRULU (TURKEY BULLETIN POLAND),CANONICAL_ENTITY:KOPRULU_TURKEY_BULLETIN_POLAND,a3_single_cluster_self,1.0
KRISHNAMACHARI,KRISHNAMACHARI (BULLETIN BRITAIN INDIAN),CANONICAL_ENTITY:KRISHNAMACHARI_BULLETIN_BRITAIN_INDIAN,a3_single_cluster_self,1.0
KUCHUK,KUCHUK (MAKARIOS CYPRIOT ARCHBISHOP),CANONICAL_ENTITY:KUCHUK_MAKARIOS_CYPRIOT_ARCHBISHOP,a3_single_cluster_self,1.0
KURT SCHUMACHER,KURT SCHUMACHER,CANONICAL_ENTITY:KURT_SCHUMACHER,a5_consolidated,0.91
L P BERIA,L P BERIA (BAGIROV BULLETIN INTELLIGENCE),CANONICAL_ENTITY:L_P_BERIA_BAGIROV_BULLETIN_INTELLIGENCE,a3_single_cluster_self,1.0
LAUREANO GOMEZ,LAUREANO GOMEZ (COLOMBIA ROJAS BULLETIN),CANONICAL_ENTITY:LAUREANO_GOMEZ_COLOMBIA_ROJAS_BULLETIN,a3_single_cluster_self,1.0
LAVRENTIEV,LAVRENTIEV (BULLETIN ENTEZAM EAST),CANONICAL_ENTITY:LAVRENTIEV_BULLETIN_ENTEZAM_EAST,a3_single_cluster_self,1.0
LAZARO CARDENAS,LAZARO CARDENAS (BULLETIN MIGUEL MEXICAN),CANONICAL_ENTITY:LAZARO_CARDENAS_BULLETIN_MIGUEL_MEXICAN,a3_single_cluster_self,1.0
LE DUAN,LE DUAN (VIETNAM MINH HO),CANONICAL_ENTITY:LE_DUAN_VIETNAM_MINH_HO,a3_single_cluster_self,1.0
LE MONDE,LE MONDE,CANONICAL_ENTITY:LE_MONDE,multi_sense_label,1.0
LUIS TARUC,LUIS TARUC (HUK BULLETIN QUIRINO),CANONICAL_ENTITY:LUIS_TARUC_HUK_BULLETIN_QUIRINO,a3_single_cluster_self,1.0
MAKKI,MAKKI (BULLETIN IRAN MOSSADEQ),CANONICAL_ENTITY:MAKKI_BULLETIN_IRAN_MOSSADEQ,a3_single_cluster_self,1.0
MALAYAN GOVERNMENT,MALAYAN GOVERNMENT,CANONICAL_ENTITY:MALAYAN_GOVERNMENT,multi_sense_label,1.0
MARIO MENDEZ MONTENEGRO,MARIO MENDEZ MONTENEGRO (CRUZ CANDIDATE BULLETIN),CANONICAL_ENTITY:MARIO_MENDEZ_MONTENEGRO_CRUZ_CANDIDATE_BULLETIN,a3_single_cluster_self,1.0
MATYAS RAKOSI,MATYAS RAKOSI (BULLETIN HUNGARIAN HUNGARY),CANONICAL_ENTITY:MATYAS_RAKOSI_BULLETIN_HUNGARIAN_HUNGARY,a3_single_cluster_self,1.0
MCCONAUGHY,MCCONAUGHY,CANONICAL_ENTITY:MCCONAUGHY,a5_consolidated,0.91
MEHMET SHEHU,MEHMET SHEHU (BULLETIN ALBANIA ALBANIAN),CANONICAL_ENTITY:MEHMET_SHEHU_BULLETIN_ALBANIA_ALBANIAN,a3_single_cluster_self,1.0
MENDES FRANCE GOVERNMENT,MENDES FRANCE GOVERNMENT,CANONICAL_ENTITY:MENDES_FRANCE_GOVERNMENT,a5_consolidated,0.91
MENDOZA,MENDOZA,CANONICAL_ENTITY:MENDOZA,a5_consolidated,0.91
MEO TRIBESMEN,MEO TRIBESMEN (VIENG VANG TSHOMB),CANONICAL_ENTITY:MEO_TRIBESMEN_VIENG_VANG_TSHOMB,a5_consolidated,0.91
MICHEL AFLAQ,MICHEL AFLAQ (BULLETIN EGYPT INTELLIGENCE),CANONICAL_ENTITY:MICHEL_AFLAQ_BULLETIN_EGYPT_INTELLIGENCE,a3_single_cluster_self,1.0
MIDDLE EAST COMMAND,MIDDLE EAST COMMAND,CANONICAL_ENTITY:MIDDLE_EAST_COMMAND,multi_sense_label,1.0
MINISTER OF INTERIOR,MINISTER OF INTERIOR,CANONICAL_ENTITY:MINISTER_OF_INTERIOR,multi_sense_label,1.0
MIXED ARMISTICE COMMISSION,MIXED ARMISTICE COMMISSION,CANONICAL_ENTITY:MIXED_ARMISTICE_COMMISSION,multi_sense_label,1.0
MOISE TSHOMBÉ,MOISE TSHOMBÉ (LUMUMBA KATANGA BULLETIN),CANONICAL_ENTITY:MOISE_TSHOMB_LUMUMBA_KATANGA_BULLETIN,a3_single_cluster_self,1.0
MONARCHISTS,MONARCHISTS,CANONICAL_ENTITY:MONARCHISTS,multi_sense_label,1.0
MONTGOMERY,MONTGOMERY (BULLETIN NATO SHAPE),CANONICAL_ENTITY:MONTGOMERY_BULLETIN_NATO_SHAPE,a3_single_cluster_self,1.0
MOROCCAN KING,MOROCCAN KING (BULLETIN NOTE INTELLIGENCE),CANONICAL_ENTITY:MOROCCAN_KING_BULLETIN_NOTE_INTELLIGENCE,a3_single_cluster_self,1.0
MOROCCAN SULTAN,MOROCCAN SULTAN (BULLETIN MAY MOROCCO),CANONICAL_ENTITY:MOROCCAN_SULTAN_BULLETIN_MAY_MOROCCO,a3_single_cluster_self,1.0
MORRISON,MORRISON (BULLETIN IS IRANIAN),CANONICAL_ENTITY:MORRISON_BULLETIN_IS_IRANIAN,a3_single_cluster_self,1.0
MOSUL,MOSUL (BULLETIN INTELLIGENCE IRAQ),CANONICAL_ENTITY:MOSUL_BULLETIN_INTELLIGENCE_IRAQ,a3_single_cluster_self,1.0
MOULAY HASSAN,MOULAY HASSAN (BULLETIN IS MOROCCO),CANONICAL_ENTITY:MOULAY_HASSAN_BULLETIN_IS_MOROCCO,a3_single_cluster_self,1.0
NASIR REGIME,NASIR REGIME,CANONICAL_ENTITY:NASIR_REGIME,multi_sense_label,1.0
NATIONAL REVOLUTIONARY MOVEMENT,NATIONAL REVOLUTIONARY MOVEMENT,CANONICAL_ENTITY:NATIONAL_REVOLUTIONARY_MOVEMENT,multi_sense_label,1.0
NAZIMUDDIN,NAZIMUDDIN (PAKISTAN BULLETIN INDIA),CANONICAL_ENTITY:NAZIMUDDIN_PAKISTAN_BULLETIN_INDIA,a3_single_cluster_self,1.0
NEGEV,NEGEV (BULLETIN ISRAEL EGYPT),CANONICAL_ENTITY:NEGEV_BULLETIN_ISRAEL_EGYPT,a3_single_cluster_self,1.0
NEPALI CONGRESS PARTY,NEPALI CONGRESS PARTY,CANONICAL_ENTITY:NEPALI_CONGRESS_PARTY,multi_sense_label,1.0
NETHERLANDS GOVERNMENT,NETHERLANDS GOVERNMENT,CANONICAL_ENTITY:NETHERLANDS_GOVERNMENT,multi_sense_label,1.0
NEUTRAL NATIONS SUPERVISORY COMMISSION,NEUTRAL NATIONS SUPERVISORY COMMISSION,CANONICAL_ENTITY:NEUTRAL_NATIONS_SUPERVISORY_COMMISSION,multi_sense_label,1.0
NGUYEN HUU TRI,NGUYEN HUU TRI (AS BULLETIN IS),CANONICAL_ENTITY:NGUYEN_HUU_TRI_AS_BULLETIN_IS,a3_single_cluster_self,1.0
NICARAGUAN GOVERNMENT,NICARAGUAN GOVERNMENT,CANONICAL_ENTITY:NICARAGUAN_GOVERNMENT,multi_sense_label,1.0
NICOSIA,NICOSIA (BULLETIN CYPRUS INTELLIGENCE),CANONICAL_ENTITY:NICOSIA_BULLETIN_CYPRUS_INTELLIGENCE,a3_single_cluster_self,1.0
NORTH VIETNAMESE,NORTH VIETNAMESE (BULLETIN LAOS PATHET),CANONICAL_ENTITY:NORTH_VIETNAMESE_BULLETIN_LAOS_PATHET,a3_single_cluster_self,1.0
NORWEGIAN GOVERNMENT,NORWEGIAN GOVERNMENT (SHAPE JERBI SULEIMAN),CANONICAL_ENTITY:NORWEGIAN_GOVERNMENT_SHAPE_JERBI_SULEIMAN,a4_keep_separate,0.91
OGATA,OGATA (BULLETIN 1954 IS),CANONICAL_ENTITY:OGATA_BULLETIN_1954_IS,a3_single_cluster_self,1.0
PAKSE,PAKSE (BULLETIN IS SAVANG),CANONICAL_ENTITY:PAKSE_BULLETIN_IS_SAVANG,a3_single_cluster_self,1.0
PAN AFRICANIST CONGRESS,PAN AFRICANIST CONGRESS,CANONICAL_ENTITY:PAN_AFRICANIST_CONGRESS,multi_sense_label,1.0
PEILING PENINSULA,PEILING PENINSULA (BULLETIN FOOCHOW AMOY),CANONICAL_ENTITY:PEILING_PENINSULA_BULLETIN_FOOCHOW_AMOY,a3_single_cluster_self,1.0
PEOPLES POLICE,PEOPLES POLICE,CANONICAL_ENTITY:PEOPLES_POLICE,multi_sense_label,1.0
PHIBUN REGIME,PHIBUN REGIME,CANONICAL_ENTITY:PHIBUN_REGIME,multi_sense_label,1.0
PHILIPPINE CONGRESS,PHILIPPINE CONGRESS,CANONICAL_ENTITY:PHILIPPINE_CONGRESS,multi_sense_label,1.0
POPULIST PARTY,POPULIST PARTY,CANONICAL_ENTITY:POPULIST_PARTY,multi_sense_label,1.0
POTSDAM,POTSDAM (BULLETIN BERLIN CITY),CANONICAL_ENTITY:POTSDAM_BULLETIN_BERLIN_CITY,a3_single_cluster_self,1.0
PREMIER DEBRE,PREMIER DEBRE,CANONICAL_ENTITY:PREMIER_DEBRE,a5_consolidated,0.91
PREMIER DJUANDA,DJUANDA,CANONICAL_ENTITY:DJUANDA,accept_rule,1.0
PREMIER MENDERES,MENDERES,CANONICAL_ENTITY:MENDERES,accept_rule,1.0
PREMIER SEGNI,SEGNI,CANONICAL_ENTITY:SEGNI,accept_rule,1.0
PRESIDENT BALAGUER,BALAGUER,CANONICAL_ENTITY:BALAGUER,accept_rule,1.0
PRESIDENT DUVALIER,DUVALIER,CANONICAL_ENTITY:DUVALIER,accept_rule,1.0
PRESIDENT GRONCHI,GRONCHI,CANONICAL_ENTITY:GRONCHI,accept_rule,1.0
PRIME MINISTER ABBOUD,PRIME MINISTER ABBOUD (29 BULLETIN IS),CANONICAL_ENTITY:PRIME_MINISTER_ABBOUD_29_BULLETIN_IS,a3_single_cluster_self,1.0
PRIME MINISTER ALA,PRIME MINISTER ALA,CANONICAL_ENTITY:PRIME_MINISTER_ALA,a5_consolidated,0.91
PRIME MINISTER ALI,PRIME MINISTER ALI,CANONICAL_ENTITY:PRIME_MINISTER_ALI,a5_consolidated,0.91
PRIME MINISTER HATOYAMA,PRIME MINISTER HATOYAMA (BULLETIN JAPANS JAPAN),CANONICAL_ENTITY:PRIME_MINISTER_HATOYAMA_BULLETIN_JAPANS_JAPAN,a3_single_cluster_self,1.0
PRIME MINISTER NU,PRIME MINISTER NU,CANONICAL_ENTITY:PRIME_MINISTER_NU,a5_consolidated,0.91
PUSHTOONISTAN,PUSHTOONISTAN (RAWALPINDI AFGHANISTAN KABUL),CANONICAL_ENTITY:PUSHTOONISTAN_RAWALPINDI_AFGHANISTAN_KABUL,a5_consolidated,0.91
QASHQAI,QASHQAI,CANONICAL_ENTITY:QASHQAI,multi_sense_label,1.0
QUITO,QUITO (ECUADOR CAPITAL BULLETIN),CANONICAL_ENTITY:QUITO_ECUADOR_CAPITAL_BULLETIN,a3_single_cluster_self,1.0
RADHAKRISHNAN,RADHAKRISHNAN,CANONICAL_ENTITY:RADHAKRISHNAN,a5_consolidated,0.91
RADIO CARIBE,RADIO CARIBE (TRUJILLO NAMONE ABBES),CANONICAL_ENTITY:RADIO_CARIBE_TRUJILLO_NAMONE_ABBES,a5_consolidated,0.91
RAFAEL,RAFAEL (BULLETIN ISRAEL ISRAELI),CANONICAL_ENTITY:RAFAEL_BULLETIN_ISRAEL_ISRAELI,a3_single_cluster_self,1.0
RAFIQ,RAFIQ (IRAQ BULLETIN BRITAIN),CANONICAL_ENTITY:RAFIQ_IRAQ_BULLETIN_BRITAIN,a3_single_cluster_self,1.0
RAMFIS TRUJILLO,GENERAL RAMFIS TRUJILLO,CANONICAL_ENTITY:GENERAL_RAMFIS_TRUJILLO,accept_rule,1.0
RAMON MAGSAYSAY,RAMON MAGSAYSAY (BULLETIN PHILIPPINE VIET),CANONICAL_ENTITY:RAMON_MAGSAYSAY_BULLETIN_PHILIPPINE_VIET,a3_single_cluster_self,1.0
REFUGEE PARTY,REFUGEE PARTY,CANONICAL_ENTITY:REFUGEE_PARTY,multi_sense_label,1.0
RUMANIAN GOVERNMENT,RUMANIAN GOVERNMENT,CANONICAL_ENTITY:RUMANIAN_GOVERNMENT,multi_sense_label,1.0
SABUROV,SABUROV (BULLETIN INTELLIGENCE 1954),CANONICAL_ENTITY:SABUROV_BULLETIN_INTELLIGENCE_1954,a3_single_cluster_self,1.0
