node_key,community_id,community
EVENT_CLUSTER:21749,135,135
EVENT_CLUSTER:21750,135,135
EVENT_CLUSTER:21751,1262,1262
EVENT_CLUSTER:21752,1262,1262
EVENT_CLUSTER:21753,1495,1495
EVENT_CLUSTER:21754,1495,1495
EVENT_CLUSTER:21755,1495,1495
EVENT_CLUSTER:21756,1579,1579
EVENT_CLUSTER:21757,1579,1579
EVENT_CLUSTER:21758,878,878
EVENT_CLUSTER:21759,878,878
EVENT_CLUSTER:21760,878,878
EVENT_CLUSTER:21761,878,878
EVENT_CLUSTER:21762,878,878
EVENT_CLUSTER:21763,95,95
EVENT_CLUSTER:21764,95,95
EVENT_CLUSTER:21765,254,254
EVENT_CLUSTER:21766,254,254
EVENT_CLUSTER:21767,229,229
EVENT_CLUSTER:21768,229,229
EVENT_CLUSTER:21769,1253,1253
EVENT_CLUSTER:21770,102,102
EVENT_CLUSTER:21771,102,102
EVENT_CLUSTER:21772,190,190
EVENT_CLUSTER:21773,190,190
EVENT_CLUSTER:21774,190,190
EVENT_CLUSTER:21775,190,190
EVENT_CLUSTER:21776,2008,2008
EVENT_CLUSTER:21777,120,120
EVENT_CLUSTER:21778,102,102
EVENT_CLUSTER:21779,102,102
EVENT_CLUSTER:21780,102,102
EVENT_CLUSTER:21781,102,102
EVENT_CLUSTER:21782,113,113
EVENT_CLUSTER:21783,113,113
EVENT_CLUSTER:21784,288,288
EVENT_CLUSTER:21785,288,288
EVENT_CLUSTER:21786,282,282
EVENT_CLUSTER:21787,282,282
EVENT_CLUSTER:21788,282,282
EVENT_CLUSTER:21789,521,521
EVENT_CLUSTER:21790,521,521
EVENT_CLUSTER:21791,521,521
EVENT_CLUSTER:21792,371,371
EVENT_CLUSTER:21793,371,371
EVENT_CLUSTER:21794,2303,2303
EVENT_CLUSTER:21795,2303,2303
EVENT_CLUSTER:21796,2303,2303
EVENT_CLUSTER:21797,84,84
EVENT_CLUSTER:21798,84,84
EVENT_CLUSTER:21799,84,84
EVENT_CLUSTER:21800,84,84
EVENT_CLUSTER:21801,1625,1625
EVENT_CLUSTER:21802,1625,1625
EVENT_CLUSTER:21803,1625,1625
EVENT_CLUSTER:21804,1625,1625
EVENT_CLUSTER:21805,1625,1625
EVENT_CLUSTER:21806,1625,1625
EVENT_CLUSTER:21807,117,117
EVENT_CLUSTER:21808,117,117
EVENT_CLUSTER:21809,259,259
EVENT_CLUSTER:21810,259,259
EVENT_CLUSTER:21811,198,198
EVENT_CLUSTER:21812,488,488
EVENT_CLUSTER:21813,1733,1733
EVENT_CLUSTER:21814,94,94
EVENT_CLUSTER:21815,94,94
EVENT_CLUSTER:21816,259,259
EVENT_CLUSTER:21817,198,198
EVENT_CLUSTER:21818,2309,2309
EVENT_CLUSTER:21819,2309,2309
EVENT_CLUSTER:21820,2309,2309
EVENT_CLUSTER:21821,259,259
EVENT_CLUSTER:21822,891,891
EVENT_CLUSTER:21823,117,117
EVENT_CLUSTER:21824,117,117
EVENT_CLUSTER:21825,207,207
EVENT_CLUSTER:21826,577,577
EVENT_CLUSTER:21827,577,577
EVENT_CLUSTER:21828,577,577
EVENT_CLUSTER:21829,577,577
EVENT_CLUSTER:21830,117,117
EVENT_CLUSTER:21831,117,117
EVENT_CLUSTER:21832,100,100
EVENT_CLUSTER:21833,100,100
EVENT_CLUSTER:21834,100,100
EVENT_CLUSTER:21835,1772,1772
EVENT_CLUSTER:21836,1772,1772
EVENT_CLUSTER:21837,871,871
EVENT_CLUSTER:21838,871,871
EVENT_CLUSTER:21839,873,873
EVENT_CLUSTER:21840,873,873
EVENT_CLUSTER:21841,873,873
EVENT_CLUSTER:21842,1662,1662
EVENT_CLUSTER:21843,1662,1662
EVENT_CLUSTER:21844,269,269
EVENT_CLUSTER:21845,269,269
EVENT_CLUSTER:21846,269,269
EVENT_CLUSTER:21847,1262,1262
EVENT_CLUSTER:21848,1262,1262
EVENT_CLUSTER:21849,120,120
EVENT_CLUSTER:21850,120,120
EVENT_CLUSTER:21851,120,120
EVENT_CLUSTER:21852,1660,1660
EVENT_CLUSTER:21853,1660,1660
EVENT_CLUSTER:21854,1660,1660
EVENT_CLUSTER:21855,216,216
EVENT_CLUSTER:21856,216,216
EVENT_CLUSTER:21857,216,216
EVENT_CLUSTER:21858,216,216
EVENT_CLUSTER:21859,216,216
EVENT_CLUSTER:21860,1261,1261
EVENT_CLUSTER:21861,1021,1021
EVENT_CLUSTER:21862,1021,1021
EVENT_CLUSTER:21863,1021,1021
EVENT_CLUSTER:21864,1021,1021
EVENT_CLUSTER:21865,1021,1021
EVENT_CLUSTER:21866,1021,1021
EVENT_CLUSTER:21867,888,888
EVENT_CLUSTER:21868,888,888
EVENT_CLUSTER:21869,888,888
EVENT_CLUSTER:21870,2311,2311
EVENT_CLUSTER:21871,613,613
EVENT_CLUSTER:21872,613,613
EVENT_CLUSTER:21873,1783,1783
EVENT_CLUSTER:21874,1783,1783
EVENT_CLUSTER:21875,1783,1783
EVENT_CLUSTER:21876,888,888
EVENT_CLUSTER:21877,888,888
EVENT_CLUSTER:21878,888,888
EVENT_CLUSTER:21879,1781,1781
EVENT_CLUSTER:21880,1781,1781
EVENT_CLUSTER:21881,1782,1782
EVENT_CLUSTER:21882,1782,1782
EVENT_CLUSTER:21883,1531,1531
EVENT_CLUSTER:21884,1531,1531
EVENT_CLUSTER:21885,87,87
EVENT_CLUSTER:21886,888,888
EVENT_CLUSTER:21887,888,888
EVENT_CLUSTER:21888,888,888
EVENT_CLUSTER:21889,1867,1867
EVENT_CLUSTER:21890,1867,1867
EVENT_CLUSTER:21891,87,87
EVENT_CLUSTER:21892,903,903
EVENT_CLUSTER:21893,903,903
EVENT_CLUSTER:21894,1348,1348
EVENT_CLUSTER:21895,1348,1348
EVENT_CLUSTER:21896,1043,1043
EVENT_CLUSTER:21897,1043,1043
EVENT_CLUSTER:21898,1043,1043
EVENT_CLUSTER:21899,105,105
EVENT_CLUSTER:21900,105,105
EVENT_CLUSTER:21901,105,105
EVENT_CLUSTER:21902,187,187
EVENT_CLUSTER:21903,187,187
EVENT_CLUSTER:21904,187,187
EVENT_CLUSTER:21905,187,187
EVENT_CLUSTER:21906,189,189
EVENT_CLUSTER:21907,189,189
EVENT_CLUSTER:21908,189,189
EVENT_CLUSTER:21909,189,189
EVENT_CLUSTER:21910,1625,1625
EVENT_CLUSTER:21911,88,88
EVENT_CLUSTER:21912,88,88
EVENT_CLUSTER:21913,90,90
EVENT_CLUSTER:21914,90,90
EVENT_CLUSTER:21915,90,90
EVENT_CLUSTER:21916,90,90
EVENT_CLUSTER:21917,90,90
EVENT_CLUSTER:21918,7,7
EVENT_CLUSTER:21919,7,7
EVENT_CLUSTER:21920,87,87
EVENT_CLUSTER:21921,87,87
EVENT_CLUSTER:21922,87,87
EVENT_CLUSTER:21923,1005,1005
EVENT_CLUSTER:21924,1940,1940
EVENT_CLUSTER:21925,1940,1940
EVENT_CLUSTER:21926,1940,1940
EVENT_CLUSTER:21927,1002,1002
EVENT_CLUSTER:21928,642,642
EVENT_CLUSTER:21929,642,642
EVENT_CLUSTER:21930,861,861
EVENT_CLUSTER:21931,861,861
EVENT_CLUSTER:21932,861,861
EVENT_CLUSTER:21933,861,861
EVENT_CLUSTER:21934,1937,1937
EVENT_CLUSTER:21935,88,88
EVENT_CLUSTER:21936,88,88
EVENT_CLUSTER:21937,88,88
EVENT_CLUSTER:21938,873,873
EVENT_CLUSTER:21939,873,873
EVENT_CLUSTER:21940,882,882
EVENT_CLUSTER:21941,1625,1625
EVENT_CLUSTER:21942,1625,1625
EVENT_CLUSTER:21943,1625,1625
EVENT_CLUSTER:21944,1625,1625
EVENT_CLUSTER:21945,1666,1666
EVENT_CLUSTER:21946,106,106
EVENT_CLUSTER:21947,106,106
EVENT_CLUSTER:21948,106,106
EVENT_CLUSTER:21949,1649,1649
EVENT_CLUSTER:21950,1649,1649
EVENT_CLUSTER:21951,1649,1649
EVENT_CLUSTER:21952,1625,1625
EVENT_CLUSTER:21953,1625,1625
EVENT_CLUSTER:21954,1625,1625
EVENT_CLUSTER:21955,1258,1258
EVENT_CLUSTER:21956,888,888
EVENT_CLUSTER:21957,888,888
EVENT_CLUSTER:21958,888,888
EVENT_CLUSTER:21959,878,878
EVENT_CLUSTER:21960,878,878
EVENT_CLUSTER:21961,536,536
EVENT_CLUSTER:21962,108,108
EVENT_CLUSTER:21963,108,108
EVENT_CLUSTER:21964,108,108
EVENT_CLUSTER:21965,1535,1535
EVENT_CLUSTER:21966,1535,1535
EVENT_CLUSTER:21967,1550,1550
EVENT_CLUSTER:21968,1550,1550
EVENT_CLUSTER:21969,77,77
EVENT_CLUSTER:21970,89,89
EVENT_CLUSTER:21971,118,118
EVENT_CLUSTER:21972,101,101
EVENT_CLUSTER:21973,101,101
EVENT_CLUSTER:21974,259,259
EVENT_CLUSTER:21975,259,259
EVENT_CLUSTER:21976,2017,2017
EVENT_CLUSTER:21977,2017,2017
EVENT_CLUSTER:21978,111,111
EVENT_CLUSTER:21979,111,111
EVENT_CLUSTER:21980,111,111
EVENT_CLUSTER:21981,187,187
EVENT_CLUSTER:21982,187,187
EVENT_CLUSTER:21983,736,736
EVENT_CLUSTER:21984,736,736
EVENT_CLUSTER:21985,736,736
EVENT_CLUSTER:21986,1987,1987
EVENT_CLUSTER:21987,1987,1987
EVENT_CLUSTER:21988,1987,1987
EVENT_CLUSTER:21989,1987,1987
EVENT_CLUSTER:21990,1147,1147
EVENT_CLUSTER:21991,1147,1147
EVENT_CLUSTER:21992,1147,1147
EVENT_CLUSTER:21993,888,888
EVENT_CLUSTER:21994,888,888
EVENT_CLUSTER:21995,1752,1752
EVENT_CLUSTER:21996,1752,1752
EVENT_CLUSTER:21997,1752,1752
EVENT_CLUSTER:21998,1648,1648
EVENT_CLUSTER:21999,1648,1648
EVENT_CLUSTER:22000,1648,1648
EVENT_CLUSTER:22001,105,105
EVENT_CLUSTER:22002,105,105
EVENT_CLUSTER:22003,105,105
EVENT_CLUSTER:22004,105,105
EVENT_CLUSTER:22005,888,888
EVENT_CLUSTER:22006,888,888
EVENT_CLUSTER:22007,912,912
EVENT_CLUSTER:22008,912,912
EVENT_CLUSTER:22009,912,912
EVENT_CLUSTER:22010,1649,1649
EVENT_CLUSTER:22011,1649,1649
EVENT_CLUSTER:22012,1649,1649
EVENT_CLUSTER:22013,2315,2315
EVENT_CLUSTER:22014,2315,2315
EVENT_CLUSTER:22015,888,888
EVENT_CLUSTER:22016,888,888
EVENT_CLUSTER:22017,1683,1683
EVENT_CLUSTER:22018,1683,1683
EVENT_CLUSTER:22019,1683,1683
EVENT_CLUSTER:22020,1683,1683
EVENT_CLUSTER:22021,1683,1683
EVENT_CLUSTER:22022,1298,1298
EVENT_CLUSTER:22023,1298,1298
EVENT_CLUSTER:22024,779,779
EVENT_CLUSTER:22025,779,779
EVENT_CLUSTER:22026,779,779
EVENT_CLUSTER:22027,2069,2069
EVENT_CLUSTER:22028,2069,2069
EVENT_CLUSTER:22029,1868,1868
EVENT_CLUSTER:22030,1868,1868
EVENT_CLUSTER:22031,1868,1868
EVENT_CLUSTER:22032,882,882
EVENT_CLUSTER:22033,882,882
EVENT_CLUSTER:22034,359,359
EVENT_CLUSTER:22035,359,359
EVENT_CLUSTER:22036,359,359
EVENT_CLUSTER:22037,1649,1649
EVENT_CLUSTER:22038,1402,1402
EVENT_CLUSTER:22039,1402,1402
EVENT_CLUSTER:22040,1402,1402
EVENT_CLUSTER:22041,74,74
EVENT_CLUSTER:22042,74,74
EVENT_CLUSTER:22043,74,74
EVENT_CLUSTER:22044,179,179
EVENT_CLUSTER:22045,179,179
EVENT_CLUSTER:22046,1290,1290
EVENT_CLUSTER:22047,1290,1290
EVENT_CLUSTER:22048,1393,1393
EVENT_CLUSTER:22049,1393,1393
CANONICAL_ENTITY:14_NATION_CONFERENCE_ON_LAOS__45EACB0CD8,135,135
CANONICAL_ENTITY:14_NATION_CONFERENCE__01227A4D29,135,135
CANONICAL_ENTITY:26_OF_JULY_MOVEMENT__1D4BF0BCBE,1004,1004
CANONICAL_ENTITY:40TH_ANNIVERSARY_CELEBRATION_OF_THE_SOVIET_REVOL__EC19E7BA54,2169,2169
CANONICAL_ENTITY:6TH_DIVISION__6413A1762B,694,694
CANONICAL_ENTITY:AATUF__AA473EDD22,1283,1283
CANONICAL_ENTITY:AEROFLOT__A3779A920F,586,586
CANONICAL_ENTITY:AFGHAN_ARMY__EB171AF317,622,622
CANONICAL_ENTITY:AFGHAN_GOVERNMENT__88A8DBE4A0,626,626
CANONICAL_ENTITY:AFPFL__E5C6C88CCF,1058,1058
CANONICAL_ENTITY:AFRICAN_LEADERS__9EE63EBEC2,963,963
CANONICAL_ENTITY:AFRICAN_NATIONS_CONFERENCE__2813F17B6F,1276,1276
CANONICAL_ENTITY:AFRICAN_SUMMIT_CONFERENCE__E629301F63,196,196
CANONICAL_ENTITY:AFRO_ASIAN_BLOC__A923F5DFE4,963,963
CANONICAL_ENTITY:AFRO_ASIAN_SOLIDARITY_CONFERENCE__6EBFAE7190,1449,1449
CANONICAL_ENTITY:AGITATORS__1D336CBFF4,1533,1533
CANONICAL_ENTITY:AGRARIAN_PARTY__8E6282D2BC,2177,2177
CANONICAL_ENTITY:AGRARIAN_REFORM_BILL__1F2C7E4AE5,1351,1351
CANONICAL_ENTITY:AGREEMENT_ON_NUCLEAR_COOPERATION__38761AAC76,356,356
CANONICAL_ENTITY:AGREEMENT__DFCD00FCF4,764,764
CANONICAL_ENTITY:AIRCRAFT_SIGHTINGS__33321D8918,554,554
CANONICAL_ENTITY:ALA__60822A78E5,267,267
CANONICAL_ENTITY:ALBANIAN_LEADERS__6CF5E18D4C,398,398
CANONICAL_ENTITY:ALGERIAN_GOVERNMENT__13A5A45E4E,361,361
CANONICAL_ENTITY:ALGERIAN_INDEPENDENCE__D0E2BE67C1,384,384
CANONICAL_ENTITY:ALGERIAN_PROVISIONAL_GOVERNMENT__97D71FA1E7,341,341
CANONICAL_ENTITY:ALGERIAN_REBELS__634E8A621D,361,361
CANONICAL_ENTITY:ALGERIAN_REBEL_ATTACK__BD71B539A3,361,361
CANONICAL_ENTITY:ALGERIAN_REBEL_GOVERNMENT__1A771D986D,337,337
CANONICAL_ENTITY:ALGERIAN_REBEL_REGIME__491E1E4E04,1283,1283
CANONICAL_ENTITY:ALGERIAN_TUNISIAN_UNION__7862E12A7F,361,361
CANONICAL_ENTITY:ALI_CABINET__B5AB3001D4,292,292
CANONICAL_ENTITY:ALI_GOVERNMENT__4A57E4A9C7,294,294
CANONICAL_ENTITY:ALI__6857321B33,294,294
CANONICAL_ENTITY:ALLIANCE_PARTY__2779054143,1850,1850
CANONICAL_ENTITY:ALLIED_COMMANDANTS__CBEF5B5789,1105,1105
CANONICAL_ENTITY:ALLIED_COUNCIL__C308FED9B3,1157,1157
CANONICAL_ENTITY:ALLIES__E3D5064F3C,1113,1113
CANONICAL_ENTITY:AMERICAN_AID_REDUCTION_FORECAST__481CBE9F84,401,401
CANONICAL_ENTITY:AMERICAN_AIRCRAFT__BCB284667D,2223,2223
CANONICAL_ENTITY:AMERICAN_AIRMEN__E4F59382BC,507,507
CANONICAL_ENTITY:AMERICAN_ASSISTANCE__47CB4FDD6C,1352,1352
CANONICAL_ENTITY:AMERICAN_BUSINESSMEN_GROUP__4D16319687,1608,1608
CANONICAL_ENTITY:AMERICAN_COMMUNIST_PARTY__9ED904D1AE,1179,1179
CANONICAL_ENTITY:AMERICAN_CONSULATE__B6876A4949,871,871
CANONICAL_ENTITY:AMERICAN_DELEGATION__B791A64C90,789,789
CANONICAL_ENTITY:AMERICAN_ECONOMIC_AID__15C6DA9EBE,1377,1377
CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_AMMAN__F07CD7152C,56,56
CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_DAMASCUS__3A8019534B,7,7
CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_DJAKARTA__E57E361788,289,289
CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_MOSCOW__AA5FB2683D,604,604
CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_PHNOM_PENH__A69976DFCA,135,135
CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_RANGOON__9826BC131C,1064,1064
CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_TEL_AVIV__FE4D98F09B,4,4
CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_TOKYO__B6ECBECDE7,926,926
CANONICAL_ENTITY:AMERICAN_EMBASSY_IN_VIENNA__D64877C166,1157,1157
CANONICAL_ENTITY:AMERICAN_EMBASSY_OFFICIALS__4B34FA7896,145,145
CANONICAL_ENTITY:AMERICAN_FACILITIES_ON_CYPRUS__D88517128A,1493,1493
CANONICAL_ENTITY:AMERICAN_GOVERNMENT__A98C91EA77,787,787
CANONICAL_ENTITY:AMERICAN_INTERCESSION__3145229AAC,1068,1068
CANONICAL_ENTITY:AMERICAN_INTERVENTION__D3E14E823A,606,606
CANONICAL_ENTITY:AMERICAN_IRAQI_MILITARY_GRANT_AID_AGREEMENT__EAB6899806,974,974
CANONICAL_ENTITY:AMERICAN_LEGATION_IN_HELSINKI__57F2C70D28,2177,2177
CANONICAL_ENTITY:AMERICAN_MILITARY_ADVISORY_GROUP__3254A4E1BD,696,696
CANONICAL_ENTITY:AMERICAN_MILITARY_AID_PROGRAM__B8E9EDF385,1068,1068
CANONICAL_ENTITY:AMERICAN_MILITARY_AID__680DB2ABD6,50,50
CANONICAL_ENTITY:AMERICAN_MILITARY_ATTACHE__1A5944288E,1206,1206
CANONICAL_ENTITY:AMERICAN_MILITARY_EQUIPMENT__6958DD5139,1885,1885
CANONICAL_ENTITY:AMERICAN_OFFICIALS__AC9007D308,1122,1122
CANONICAL_ENTITY:AMERICAN_PLAN__E6C06DF765,1384,1384
CANONICAL_ENTITY:AMERICAN_PRISONERS__A293297CCC,683,683
CANONICAL_ENTITY:AMERICAN_PRIVATE_CAPITAL__1734C5090F,366,366
CANONICAL_ENTITY:AMERICAN_PROPOSALS__3D27C3269C,1,1
CANONICAL_ENTITY:AMERICAN_SHIPPING__67DAE1C119,40,40
CANONICAL_ENTITY:AMERICAN_SUPPORT__FCB5547B8D,752,752
CANONICAL_ENTITY:AMERICAN_TECHNICIANS__34637C7CE6,231,231
CANONICAL_ENTITY:AMERICAN_WITHDRAWAL__6B2FF118FA,593,593
CANONICAL_ENTITY:AMINI_GOVERNMENT__25B208C2D0,268,268
CANONICAL_ENTITY:ANGLO_EGYPTIAN_AGREEMENT_ON_SUDAN__A90DA6A122,1604,1604
CANONICAL_ENTITY:ANTIBIOTICS__93D18E6976,175,175
CANONICAL_ENTITY:ANTIGOVERNMENT_DEMONSTRATION__ADC44C3AD9,1369,1369
CANONICAL_ENTITY:ANTI_COMMUNIST_CAMPAIGN__1504B3B9DF,1642,1642
CANONICAL_ENTITY:ANTI_COMMUNIST_ELEMENTS__2847813781,973,973
CANONICAL_ENTITY:ANTI_COMMUNIST_FRONT__DC2DD4EA9B,933,933
CANONICAL_ENTITY:ANTI_COMMUNIST_REVOLUTIONARY_MOVEMENT__A6FAC7780F,1549,1549
CANONICAL_ENTITY:ANTI_PERON_REVOLT__6313BDC2EF,1309,1309
CANONICAL_ENTITY:ANTI_STALIN_CAMPAIGN__C5C1CF8074,2160,2160
CANONICAL_ENTITY:ANTI_US_DEMONSTRATIONS__3A1A1824E8,1545,1545
CANONICAL_ENTITY:APPOINTMENT_OF_A_REGENCY_COUNCIL__331B10FAA8,1255,1255
CANONICAL_ENTITY:APRIL_AND_MAY_REVOLUTIONARY_PARTY__C5270BA3B7,1532,1532
CANONICAL_ENTITY:ARABS__1716C1846C,40,40
CANONICAL_ENTITY:ARAB_ASIAN_BLOC__C709064140,542,542
CANONICAL_ENTITY:ARAB_ISRAELI_SITUATION__D3B4872BAF,1917,1917
CANONICAL_ENTITY:ARAB_LEGION__47C77541E4,1,1
CANONICAL_ENTITY:ARAB_SUMMIT_MEETING__E77A671ACF,829,829
CANONICAL_ENTITY:ARAB_UNION__0C2243EBEB,818,818
CANONICAL_ENTITY:ARBENZ_ADMINISTRATION__8995300B07,872,872
CANONICAL_ENTITY:ARGENTINE_GOVERNMENT__367A47FCA7,1305,1305
CANONICAL_ENTITY:ARGENTINIAN_GOVERNMENT__4F7671E13C,1315,1315
CANONICAL_ENTITY:ARMED_FORCES__C925425E6D,1645,1645
CANONICAL_ENTITY:ARMED_REVOLT__52C1DA75BE,1980,1980
CANONICAL_ENTITY:ARMS_PLANTING_IN_GUATEMALA__F4A1F38953,1366,1366
CANONICAL_ENTITY:ARMY_CHIEF_OF_STAFF__5E1C00B6D3,268,268
CANONICAL_ENTITY:ARMY_DISSIDENTS__1106496750,1871,1871
CANONICAL_ENTITY:ARMY_OF_LIBERATION__E580473A24,361,361
CANONICAL_ENTITY:ARMY__499BB85692,872,872
CANONICAL_ENTITY:ARREST_OF_HIGH_GOVERNMENT_OFFICIAL_IN_HUNGARY__6564345E5C,1194,1194
CANONICAL_ENTITY:ASALI_CABINET__2EDB07CD0A,798,798
CANONICAL_ENTITY:ASSASSINATION_OF_PAKISTANI_PRIME_MINISTER__C43DF46A6C,626,626
CANONICAL_ENTITY:ASSASSIN__951D8EF271,1448,1448
CANONICAL_ENTITY:ASSEMBLY__7CEE4C1B79,784,784
CANONICAL_ENTITY:ASSOCIATED_STATES__28BC327205,1822,1822
CANONICAL_ENTITY:ATTEMPTED_ARREST_OF_FOREIGN_MINISTER__4090FD7926,291,291
CANONICAL_ENTITY:ATTEMPT_TO_OUST_YDIGORAS__945A826C7A,1447,1447
CANONICAL_ENTITY:AUSTRIAN_FOREIGN_MINISTRY__0DFF175266,1155,1155
CANONICAL_ENTITY:AUSTRIAN_GOVERNMENT__9AE8EE55CE,1184,1184
CANONICAL_ENTITY:AUSTRIAN_NOTE_TO_MOSCOW__C45AF233C3,1184,1184
CANONICAL_ENTITY:AZM__DA2EB46169,820,820
CANONICAL_ENTITY:BADR__AF14894EF2,2000,2000
CANONICAL_ENTITY:BALKAN_CONFERENCE_PROPOSAL__3D229B969B,405,405
CANONICAL_ENTITY:BALKAN_PACT_NEGOTIATION__7183F31221,405,405
CANONICAL_ENTITY:BALKAN_PACT__9F3725D659,431,431
CANONICAL_ENTITY:BANI_SAKHR_TRIBE__5249021EB7,56,56
CANONICAL_ENTITY:BANK_OF_CEYLON__54B8908ED5,702,702
CANONICAL_ENTITY:BANK_OF_ENGLAND__3129A6833E,1644,1644
CANONICAL_ENTITY:BAO_DAI_GOVERNMENT__A095BF8BFF,145,145
CANONICAL_ENTITY:BARRICADED_STRONGHOLD__CD4028004B,388,388
CANONICAL_ENTITY:BASHIR_NASIR__7028307A70,1944,1944
CANONICAL_ENTITY:BAVARIAN_PARTY__B4DAEECA0F,472,472
CANONICAL_ENTITY:BAZYKIN__49EE551955,1986,1986
CANONICAL_ENTITY:BECH__679C787DED,777,777
CANONICAL_ENTITY:BELGIAN_FIRM__8320D3CAB0,1618,1618
CANONICAL_ENTITY:BELGIAN_FOREIGN_MINISTRY__DF231A062C,2234,2234
CANONICAL_ENTITY:BELGIAN_GOVERNMENT__9CF85472A8,188,188
CANONICAL_ENTITY:BELGIUMS_AGREEMENT_TO_WITHDRAW_FORCES__ECA4EDA4C9,202,202
CANONICAL_ENTITY:BENELUX__DEB9D304D3,418,418
CANONICAL_ENTITY:BERLIN_SITUATION__1A285A3934,487,487
CANONICAL_ENTITY:BEY__B4CDAF99E4,2106,2106
CANONICAL_ENTITY:BIG_FOUR_MEETING__D7774DD3ED,958,958
CANONICAL_ENTITY:BOGOTA_DISTURBANCES__7E72435D31,1986,1986
CANONICAL_ENTITY:BOLIVIAN_GOVERNMENT__6985113ADA,1671,1671
CANONICAL_ENTITY:BONN_COALITION__881A15DA76,504,504
CANONICAL_ENTITY:BONN_FOREIGN_MINISTRY__1E418D5677,470,470
CANONICAL_ENTITY:BORBA__2A67939F10,423,423
CANONICAL_ENTITY:BOUN_OUM_GOVERNMENT_DELEGATION__32E5AB1916,609,609
CANONICAL_ENTITY:BOUN_OUM_GOVERNMENT__F7E09D91B4,74,74
CANONICAL_ENTITY:BRAZILIAN_CONGRESS__765A59B359,1640,1640
CANONICAL_ENTITY:BRAZILIAN_EMBASSY__6194F485EC,1528,1528
CANONICAL_ENTITY:BRAZILIAN_GOVERNMENT__FE702EB118,982,982
CANONICAL_ENTITY:BRAZILIAN_LABOR_PARTY__AB1AE661B1,1626,1626
CANONICAL_ENTITY:BRITISH_AND_AMERICAN_AMBASSADORS__D9A9AAFD69,2074,2074
CANONICAL_ENTITY:BRITISH_AUTHORITIES__7D66B8F810,1517,1517
CANONICAL_ENTITY:BRITISH_CHARGE__FE7A341D00,1921,1921
CANONICAL_ENTITY:BRITISH_CHIEFS_OF_STAFF__491DABB10B,431,431
CANONICAL_ENTITY:BRITISH_DOCKWORKERS__4B0154FA97,2097,2097
CANONICAL_ENTITY:BRITISH_EMBASSY__BE194FC289,22,22
CANONICAL_ENTITY:BRITISH_MILITARY_AUTHORITIES__AD097840CD,50,50
CANONICAL_ENTITY:BRITISH_MILITARY_LIAISON_MISSION__8DD643399F,349,349
CANONICAL_ENTITY:BRITISH_MILITARY__7F71F7A2BF,56,56
CANONICAL_ENTITY:BRITISH_OFFICIALS__C126776C0E,1845,1845
CANONICAL_ENTITY:BRITISH_POSITION__0F7BE672E4,400,400
CANONICAL_ENTITY:BRITISH_PROPOSALS__55D1B186DA,1769,1769
CANONICAL_ENTITY:BRITISH_PROPOSAL_ON_CYPRUS__AB6D63BB59,1500,1500
CANONICAL_ENTITY:BRITISH_PROPOSAL__0D1F3BECDB,1603,1603
CANONICAL_ENTITY:BRITISH_SHIPS__7E38545154,22,22
CANONICAL_ENTITY:BRITISH_TROOPS__A785A9EEAD,816,816
CANONICAL_ENTITY:BRITISH_WAR_OFFICE__87C372D60B,1,1
CANONICAL_ENTITY:BRUSSELS_PACT__60DF0E1C82,787,787
CANONICAL_ENTITY:BRUSSELS_TALKS__C4973FD7B3,201,201
CANONICAL_ENTITY:BUNDESRAT__D29DA6F6A2,472,472
CANONICAL_ENTITY:BURMESE_ARMY__5163B03449,1058,1058
CANONICAL_ENTITY:BURMESE_CABINET__9282ED57DD,1049,1049
CANONICAL_ENTITY:BURMESE_COMMUNISTS__541504B6AB,1074,1074
CANONICAL_ENTITY:BURMESE_FOREIGN_OFFICE__344A5BA547,1068,1068
CANONICAL_ENTITY:BURMESE_GOVERNMENT__0FC8E17190,1056,1056
CANONICAL_ENTITY:BURMESE_LEADERS__13EADC15BB,507,507
CANONICAL_ENTITY:BURMESE_WAR_OFFICE__0ED5905A4B,690,690
CANONICAL_ENTITY:CABINET_NEGOTIATIONS__992E5FC8B9,2139,2139
CANONICAL_ENTITY:CABINET_SESSION_ON_ATOMIC_WEAPONS__918831BEED,491,491
CANONICAL_ENTITY:CABINET__F4E413FCC4,784,784
CANONICAL_ENTITY:CAIRO_BROADCASTS__36F054B6F6,1261,1261
CANONICAL_ENTITY:CAMBODIAN_ARMY__FB04439568,164,164
CANONICAL_ENTITY:CAMBODIAN_ELECTIONS__5703DD1D02,606,606
CANONICAL_ENTITY:CAMBODIAN_GOVERNMENT__2B73C1F5E5,165,165
CANONICAL_ENTITY:CANADIAN_AMBASSADOR__F13099D2DC,1099,1099
CANONICAL_ENTITY:CANADIAN_DELEGATION__FAC61E4459,710,710
CANONICAL_ENTITY:CANADIAN_GOVERNMENT__65D1DDFA49,1099,1099
CANONICAL_ENTITY:CARACAS_CONFERENCE__8EE5E03032,1366,1366
CANONICAL_ENTITY:CASTRO_REGIME__0E0F45F1DC,1031,1031
